icao24;typecode
3d23a3;C182
8a04d7;A333
a94300;T6
aa17e7;EAGL
ae09db;H60
3d35a1;E300
ae47a0;H60
780bde;B788
ade438;B26
3854e8;RALL
abb6bc;H25B
ac6dd3;BE9L
3848e6;C337
a4873d;B47G
30065f;RV10
406bec;BALL
404dec;ULAC
e48f80;E545
c819f2;L29
4032b1;H269
3d1dd7;DR10
39344c;P28A
4014b1;DH82
461371;B06
4c0c57;P28A
abbeb7;AS50
c01280;DHC3
3d1ccb;C170
76096d;A333
a7415f;PC12
4850ba;C130
39284a;ALO3
4845c4;COY2
c81395;BK17
448a52;BALL
49d1b0;L410
781170;B738
a1d00f;BE99
14649e;MI8
404102;ULAC
3ee371;GLID
a1c519;GALX
c014b6;D328
3ed85a;DIMO
300608;P28A
845ea2;B412
a69f0d;ST75
7c1794;B06
7c8187;EC30
e48b59;AT76
473fba;SG92
7c2992;H269
a24024;R44
c06c14;CL35
501da8;DH8D
084013;B733
c04e14;B407
4ca84e;B738
a1f595;B737
46a20b;H269
a02f12;H500
a500a3;B407
c87f27;TEX2
4ab346;C172
3f04ed;GLID
780e54;A332
3fec69;FK9
a70dd4;ST75
a467de;E55P
a454f5;G550
39d583;FDCT
4b2b8c;BALL
a172c4;BE20
7cc42e;EFOX
a40da3;CJ6
380c50;SV4
ae03e4;C130
3d2ef0;DA40
4b053a;BALL
a60f58;DHC6
3fc50b;BALL
a05281;F2EX
730e04;MD83
506f5e;PC9
71c061;B738
399deb;BALL
a3a5d9;A319
ab3004;CL64
45c24c;RALL
405ade;GLID
7c1b50;A119
3e63de;SF25
4021a3;TOBA
a03d67;BE18
3d0cc9;PA22
39a172;BALL
3ef6c0;GLID
3b9bfd;FA50
3e62f3;AS29
a04f65;B744
c00172;CL65
a4fd49;BE20
39353c;COY2
c05220;G450
407798;A35K
405998;GLID
140feb;EC35
401d3c;C172
a1df18;C510
a202c5;F9EX
a4e102;B06
3c4b06;A332
402f3a;CH7A
401c51;BU31
3ef063;GLID
3ee54c;GLID
a83433;CL61
750031;AT75
a77aa9;B06
c003a8;CRJ9
342203;E120
3ee461;GLID
484d64;BALL
aa38a2;BE9L
e01506;LAMA
461d47;DC3
a94bce;G44
4849ed;S11
a669f9;CRJ7
a94ae3;B739
a01b54;B105
acb2ad;B737
4a7f0f;IS28
3d3316;C172
3eed47;GLID
a9882c;FA7X
009d33;BE20
4bcc4b;B350
3d1516;JUNR
a27190;E120
7c7d0e;YAK3
a409f2;T6
392961;BALL
c80db7;B06
80029c;A748
3c4a21;DH8D
43c424;HAWK
3815cb;BE35
c002c3;R44
a16f4d;VINT
a4a960;T6
ae1e6d;TEX2
a1a55f;F5EX
ae0b84;H60
448e24;DR40
a635e8;G550
a72ffd;E120
a5209b;PA34
300613;P68
4a9dcc;P28A
451f88;B462
7c8192;AS50
e48b64;A320
c07b59;LJ45
3d29c8;C182
40190d;DR10
4b1a27;A320
402fa0;ULAC
7100bb;A333
391600;TB20
e84079;A320
39a262;P28R
7c24cb;R44
a47a1d;B407
3d3569;C182
0d009c;A320
add6e2;CVLT
391dd8;AS32
4b3f8c;VEZE
a01ca5;E75L
c02fa5;C650
3fec74;FK12
a075f5;B429
3ef153;GLID
780519;B738
7c306c;R22
ac4749;PC12
ac343f;S76
7c126c;EXEC
a83aae;ST75
43e727;A109
7bb0c4;B737
c08753;UH1
3eeadc;GLID
43c677;TUCA
a30f32;T6
3d25b5;F260
4ca802;B738
3d07b5;SUBA
a08901;FA62
7c6fad;B06
a15665;E145
40701d;A320
3f2af3;BALL
401479;J1
a8da1c;CORS
adfcbc;BE40
40316d;BALL
e483da;C525
1554b0;YK40
3ee996;GLID
39b9cf;P208
009f0e;BE9T
a4c3f6;B407
14b548;AN24
e48139;C525
c06e72;R44
49d178;R44
7c0017;DH2T
e49337;B763
a86e85;A320
3430c9;A139
3d476d;DR40
c088fb;B738
a6a6a9;C56X
abb59f;E75L
3804bd;FDCT
3d296d;SR20
394cf1;AS50
a75aef;S76
aae3fa;H25B
484e5a;ULAC
49c1c4;Z42
45aa8d;B734
3c66a6;A320
7c2491;R44
ac9712;C208
00ae1c;R44
44050a;DIMO
aa73b9;B738
a4cfa0;C500
3d32fe;AA5
c05b11;S76
3d14fe;E300
390a94;DR40
4584c8;RALL
a5cfb2;T34P
494103;E55P
3b9bb1;E121
ace3c2;EPIC
7802ae;A320
382ab8;DR10
c8201a;B06
404392;ULAC
c81524;H269
40387b;SAKO
ac26de;SR22
7c60d0;P750
3988d5;BALL
3e6c6e;DG1T
3d280a;C182
a6f774;SW4
14457d;AN2
4050be;EV97
148342;AN2
4045c8;CH60
4032be;ULAC
4027c8;ULAC
a5e3de;GALX
4044bc;ULAC
a9e7f1;C150
ae26a6;AS65
3d14a7;C150
4b0be1;DR22
3fcbb2;BALL
a8b977;R44
405e76;GLID
3ef688;GLID
40251a;C172
a26f6a;C208
3919af;TB20
458e41;M7
47bdfb;B738
a55827;ST75
3e6c17;S10S
3ecc2a;VENT
484344;A319
acbc49;PAY4
3e6b0b;RF4
a68044;S76
ac0f37;T6
406ab7;A189
e48229;PRM1
140926;C310
40718b;ST75
7c3e12;R44
3f992a;C160
406695;EV97
3d4176;PA38
3c484b;B738
05a023;DHC6
a03f79;H500
aab67d;DH3T
a1788e;T28
3ff1dc;DV1
06a035;A332
49b0b6;C152
3cd3ab;E55P
461eae;A343
402008;AC11
ac704a;L39
76aa76;A320
45966b;SAKO
4056e1;GLID
380c5d;ULAC
3eebf3;GLID
7c2581;R22
385d0b;C337
4038e1;ULAC
3ecdf3;GLID
add090;T6
3d08ab;BE24
a69b28;H500
3fa489;UH1
3efdf1;NIMB
3f531b;C160
3d07c0;P28R
1445e3;AN2
a7b014;LJ35
403284;BALL
40276d;ULAC
ae144d;C17
3d3a9e;LGEZ
ae0957;U2
404482;ULAC
a2653f;R22
484597;B06
3e7d30;VENT
a63954;B06
ac8b2e;B737
728131;C30J
e48144;BE9L
3e5f30;GLID
abb52c;B738
405ebb;GLID
aa3fd3;C510
c81ab4;B733
a2593d;MT
ac8a43;H25B
c01489;UH1
7503eb;EC25
8960ef;A388
a03437;CH7
7cf9d2;P8
a524d3;EC35
a0512b;GYRO
a04635;CL61
404d68;EUPA
4910ed;C172
40320c;C172
4905f7;C172
3931b8;BALL
402716;ULAC
00af33;AS50
3c66b1;A320
3e6866;SF25
40260a;L8
485036;BALL
48451f;C421
a50869;CRJ2
4b296a;P28R
49d10b;L200
7803c5;B738
402aaa;ULAC
401fb4;C120
400caa;F406
ad493c;B350
4ba1e1;B407
a55995;C750
4ba9d4;A333
a00026;C25C
502c46;SF34
7c26dd;R44
ab9f6d;A320
a6a2a1;ST75
406a05;A388
aba951;TBM8
a4abbf;BE20
3f32d1;BALL
4045d3;SVNH
800ba7;A320
398283;BE77
396483;PTS2
4b2913;P28A
4d20c5;B735
3d32b2;C182
4863dc;E295
3d14b2;JUNR
ae26b1;AS65
3fa241;EUFI
3845f7;PA27
43e939;GLEX
ae4e99;TEX2
a9816b;B737
44472f;PARA
a031cc;R44
a69c96;C525
33ffc6;M339
44087f;EC35
404afd;EV97
c07f36;DH8D
458506;C172
402cfd;ULAC
a4e6b8;B06
4011c2;R44
7100e9;BE40
ac0235;B212
c0252a;R44
a03f84;E75S
800622;LJ60
44ac82;GLID
ab5687;FA50
06a040;A333
152be3;IL76
49b0c1;C152
78036a;A319
a2da3f;C56X
ad59db;CRJ2
a8373b;ST75
ac099a;HA4T
4611ac;SR22
142c5b;AN12
a5adc8;P46T
402ca6;BALL
a62433;GLF4
3ee2b8;GLID
400ea6;G115
3839fb;RV8
0092a4;R44
a698c8;CL64
484aaf;C172
3feecb;FDCT
0086a2;CRJ1
a6acce;T6
ae0962;U2
c038f1;B105
780b65;B738
4627ef;P28A
38664c;DHC1
4bbc6a;A332
e08194;C680
3ec20a;DG80
424540;CRJ2
a60f19;C750
ab1bff;PUMA
8960fa;A388
3d21a4;RALL
70c098;A139
49be01;Z42
4d21b5;C56X
4408e5;SF25
404d73;BALL
3d1d3d;PA46
484e88;ECHO
402721;ULAC
a16026;BE65
440288;A210
3d1400;P28A
48452a;P32R
e48e6c;A320
ad8198;BE9L
c818de;R22
a22643;BE99
c06a6c;R44
3ee8ba;GLID
ace3cf;BE40
39324d;C172
a08a1a;A321
a2ccde;KODI
a88b2f;P28A
40559d;GLID
7bb097;B738
800712;DH8D
a35da3;E55P
406a10;RV8
390df7;BROU
359185;EC35
a099ad;C56X
710037;B772
3ec45d;VENT
3fef7c;FDCT
a93e63;AC95
3e174b;E50P
3e3460;C25A
3fee91;SAVG
aaa8d0;PC12
4ba749;B738
adfc8f;BE40
4aa5a6;PA18
3846ed;C206
40526a;ULAC
3e5ce8;DG40
c04c15;R44
43e944;CL85
ad2840;B407
8a0639;A320
1417f7;MI8
aa1156;B738
4b02b1;BALL
30037b;C152
44473a;PARA
a3e6b1;CL35
33ffd1;P180
a9853d;R22
896487;A169
3d1227;PA25
38528e;SS2P
aa1de9;AC90
14a567;YK42
7c7a1f;B47G
c07c91;AS50
7c5c1f;AS50
146248;MI8
a140c7;C180
c05e91;SW4
739207;PAY2
867904;B772
aa01a2;B744
3d198c;AC11
a03649;C56X
47340a;A320
a5205c;PA39
3932b3;R44
7c438e;U16
3d26d9;M20P
40161e;D6CR
a4a0b4;CRJ7
404ab1;FDCT
7cf837;C30J
a94636;AS50
394c4c;H269
ac3b24;CRJ2
402cb1;BALL
c00d6b;C550
a92836;ST75
392e4c;M20P
3ee2c3;GLID
484bc6;RV9
aa8f64;B06
a4ab90;LJ75
49b629;Z26
a0200c;C25B
484aba;P28A
a34119;A321
3c6516;A346
40494a;ULAC
ab4081;C208
391ae9;DR40
4ae310;GLAS
00a65a;JS41
a94b55;T6
00813b;E135
3e5c8d;SF25
3ffb83;C42
8a03ce;AT76
4035e7;SF25
780af6;A321
4017e7;DR10
a5e9b7;EN48
ac434e;DH89
4034db;J3
43c388;BN2T
a0e276;GLF4
4ca513;B738
4891b5;B738
4c062f;AN2
3939c1;B190
404438;QUIC
384e8d;C172
440293;UH1
4b4798;GLID
a47fde;B789
761487;A320
c06b83;C56X
a1dfe1;C182
45b839;TB20
e49048;C680
ae4be2;C30J
495425;ULAC
a4ef4e;UH1
a72732;C560
706018;B772
e17217;R22
e80a01;C550
3d267e;RALL
a35232;FOUG
504e23;IL76
43c225;EH10
3d2593;RALL
3fd9b5;BALL
a4c811;E55P
44cf44;GLID
359190;EC35
710042;B772
141c64;AS50
484a80;GLID
78082c;A320
4bc099;GLID
ae57c8;P8
c06b0b;DH8A
a34c3a;BE9L
4ca766;B738
e8c049;GALX
a1f48c;R22
152a48;IL76
393201;TOBA
3c7208;A332
c81a87;EC30
40563c;GLID
ac9aef;B412
aa244a;R44
8a0394;A320
40383c;ULAC
4242f8;CL65
a58949;B407
780d4b;A320
3d0827;P28A
861eb1;B06
a45a1e;C550
3eea63;GLID
3949e6;B772
3d251b;KL35
a6f485;FA62
3fea75;FDCT
a7e18d;C525
a474c8;GC1
3ef9f6;NIMB
46d45a;CH70
addb93;B212
a0d623;BE9L
ad5d5f;B738
aade12;TBM8
aa5d2e;B737
a69eed;ST75
403d87;COY2
4ca603;ULAC
155bee;SU95
8627e7;AS65
401f87;UNDEFINED
3ef399;GLID
a1415c;UH12
a9e155;E170
ac956a;TB20
38172d;SV4
75025b;A333
3fd95a;SHIP
7c3b23;C208
40588f;BALL
a8d4c7;BE20
0d07dc;TEX2
503d15;H25B
3d3285;C172
4248fa;B763
391af4;DR40
43e7f0;C510
a7ecbd;BE20
401f0f;C152
a067fa;CL30
a7cebd;C212
ab7701;PP3
780235;A333
3c64a7;A21N
ac315b;GLF5
4ba92f;A332
adfe96;BE20
c0809f;B736
ac9513;BE20
4035f2;ULAC
a6de08;B212
0ac30e;A320
4017f2;P28A
a0c56c;A139
add051;C25B
4068a0;C42
4047f0;C42
3d8eba;SIRA
0c20b8;F100
33ff99;AMX
43c393;SPIT
780ec8;A321
3d17ba;C172
390d50;DR40
a3e9a3;AS50
c005f9;BE20
492104;AS50
c035f7;B407
3ef99b;GLID
4243e8;B738
a63665;F9EX
a68713;B06
405bcc;GLID
3e3e41;PAY2
7c2a6c;MD52
a2564e;LJ60
a36e84;C560
a69911;S92
495430;ULAC
3d0db7;DR40
4030bf;ULAC
3ee8e8;GLID
adca85;F900
a0c515;C56X
ae12a9;C130
8990ae;B738
a0f513;H500
39362a;BALL
ad2f71;A321
404a79;SKRA
a8e31e;ST75
ae0a7b;H60
e47ee6;H25B
40111d;P28R
a25b6d;BE20
7320a2;AS50
3d3a08;SR22
3ef489;GLID
40231b;TB20
401032;GLST
3ff163;MT
7c7167;AS50
aa78c8;PRM1
4489c5;BALL
ae57d3;C30J
4b087b;M20P
ab0019;A139
e48d37;AT76
c817a9;BABY
3e0a30;EC35
401cc5;ZZZZ
e4007d;E145
3e71b8;DISC
882c73;C750
3d2632;G115
846d0c;B737
516181;B412
a93e19;AC95
4042e4;BALL
8a05d5;A320
5081a5;MI8
a36092;T6
4024e4;PTS1
c0059e;ST75
3fee47;ULAC
4b0824;WA42
3d11c3;C77R
403e7d;ULAC
405b92;GLID
a7bb22;B350
601842;B752
846359;A139
45a2f0;A139
3d0d5c;TB20
3ee88d;GLID
a2e50f;P51
344344;A333
0100c6;BE20
3efd00;G102
a15838;PC12
3d1f5a;P28A
a741de;MG15
798035;A319
a8d5bd;A320
463e88;RENE
c05e47;B06
140642;B429
a00c97;LJ45
c01f97;C550
a8d4d2;B739
4b39ca;PC24
800333;C30J
a6c2b5;ST75
a9dc7f;FA62
401f1a;UNDEFINED
e400e3;E314
a32fc2;B06
4ba93a;A332
e17390;B222
3fd53e;BALL
a65d2f;C56X
48c404;AC11
e48986;B738
780ed3;B738
468477;C172
400bb7;DH8D
00a9bd;B732
c01f1f;AS50
1464c6;MI8
0acfac;E35L
463d25;HN70
43ea06;LJ45
3febdc;C42
a5628c;CRJ2
aa7023;R22
ae0673;K35R
4b10d0;BE58
c086b0;AS50
459c6d;P68
ae4bef;CN35
c0068e;B190
aaad4a;ST75
a0443c;BE20
e4890e;BE9L
a36549;CL65
70c059;A109
739424;PA27
a0a837;A306
404a84;BL8
405d6d;CH60
ab779a;TUCA
403f6d;ULAC
e47ef1;LJ45
3d1a4e;P149
3ef57f;GLID
484b99;GLID
3d0f58;C152
abce38;R44
3d2c4c;PA46
a1c53d;PC12
3e4782;C525
a25f3f;H900
a90290;E55P
488000;P46T
a6a45a;MUAV
7800e1;B738
040045;B788
401cd0;UNDEFINED
3d28f6;P149
a0ca4a;CL64
39b042;A109
c00637;DH8A
4b28bc;P28T
3fd2f4;BALL
3d4349;A210
4a404d;AN2
3d2299;DR10
3df40a;AS50
a0d9dd;C560
4ca2d6;B738
3f37e0;BALL
3c71a4;A332
3ef41c;GLID
484a36;ECHO
3e290a;C340
aa09ad;C25A
86d5fa;B788
15287d;IL22
aba8a3;TBM8
a70a4b;T28
780fc3;C56X
800d09;A20N
4b1afd;DR40
064167;A139
a5e29b;R44
391107;DR40
4d4027;AS50
473986;BDOG
4d2227;GL7T
a1ac05;GLF4
3929e0;M20P
a793a3;C55B
403457;ULAC
c058b9;B06
3ff788;C42
4b8865;BALL
a027b9;A109
47c4e6;TL30
a65927;E145
3d2cb2;STOR
380a12;SV4
46a077;R22
424341;B752
393831;PC6T
a78144;C560
e48be3;A320
8623d6;EC25
4b1aa6;BE33
3d0d10;C172
4071ff;E550
44f106;F16
a1b42f;H750
4053ff;GLID
a177eb;R22
ae1202;BE20
3e0d22;B06
ab0f0c;C560
3dd4ab;AS55
4065fd;UNDEFINED
3d40de;C140
c821f6;R44
a30c5b;G650
3d22de;ME08
401eab;C72R
3d17e8;PA24
3fecf3;C42
a1718e;BE99
3fcef3;BALL
43ea11;C56X
abec9a;S76
a7121e;C525
00a36b;BE20
a25770;P46T
c81702;R22
43c6f6;A332
3d153a;PA24
449bec;MCR4
3e0263;B105
4014f8;AIGT
ac7419;A20N
4065a6;GLF5
ac405f;R22
4047a6;ULAC
4031ec;ULAC
7581d6;AT75
a3098f;P40
390d06;C152
84653f;EC35
a994b2;T28
49d1f7;M7
3ef58a;GLID
acafd6;B06
a638bc;SW3
aa1412;UHEL
402804;SV4
a4fdd3;EXEC
ad739d;T38
3faa1e;H53
aaafb7;TBM8
ab87ad;C208
c00642;B722
a02b92;EC30
7103b0;B350
a7a83e;ST75
c8124d;R22
a02f59;H500
c88010;BE20
c8244b;AT76
3d178d;D9
7c6c9c;A320
781054;B763
ab934e;B350
3d0e00;P28R
4072ef;F50
c81df5;B738
7c3361;C172
ac3484;DH8A
ae54d9;C30J
391a4f;TOBA
392d59;DR40
43e74b;DR40
c03f26;AS55
a596c2;ST75
3e6ced;G103
392c4d;BALL
a2e7de;B407
a8e69e;BE20
391112;DR40
40354d;GYRO
4d4032;A109
e80446;A321
3985a7;A320
780a5c;B77W
40174d;P28R
861bc2;B06
40474b;EUPA
a0f2d6;B350
3d222c;KL07
a59858;B47G
400b10;C172
3d1736;PA22
ae2935;BE20
a69077;PC12
480c25;PC7
7c4e45;SR22
a3d365;C195
a863cd;S58P
a70cb8;S76
3f4c72;EUFI
8963d9;B77W
a1db98;GYRO
c81870;C208
a45913;R22
a8ee99;MM24
479a80;MCR1
4b1ab1;TB20
3b77b7;C160
401c98;UNDEFINED
406d46;UNDEFINED
a03ee1;C525
4d010a;B744
c822ec;AT76
3d36de;P28A
06a0b4;B788
4584ec;C172
7805a3;A320
156b20;AN2
a72533;BE20
3d247f;C172
3d1196;RV6
43e7b1;CL64
3d067f;G115
390cee;ALO2
a00204;B350
4b17e5;BCS1
a1cf1e;AC90
78122f;A333
ab184d;A319
15537a;IL76
0d0848;E190
4027ec;C152
39854c;EC20
4065b1;GLID
a1e9c8;B350
ac406a;F2TH
3e191e;PAY1
c0286b;AS50
a0f27b;EXEJ
7c610e;GLEX
a6ed17;C46
3f0647;G102
ac1cff;T34P
40243f;ULAC
a3e6b4;B350
7c2dda;R44
acafe1;FA62
40543d;GLID
404154;UNDEFINED
a1097b;ASTR
508015;A124
a5b75f;F2TH
c001fe;C172
00be5a;BE40
4240f9;G450
3935e9;DR40
c065b6;BE10
8738d3;A139
3d0628;TB20
c047b6;DHC6
4baa74;A321
a68424;H500
896293;E190
44490d;PARA
404de7;UNDEFINED
403add;ULAC
402fe7;ULAC
3d0ac8;O1
3ee5f9;GLID
a0c226;FA20
a4ec6a;GLF3
8513d8;A139
4013a0;GLID
a905f3;UH12
a0b624;LJ45
3fd6d1;BALL
a00912;BE9L
a8271b;C56X
3e9536;C160
3901d8;DR40
a93244;S92
a000a5;GLF5
a66b4e;FA62
49c037;JK05
4498d4;DHC1
4ca849;B738
404862;SKRA
490723;C172
e80451;B789
c072ff;H25B
3d0543;TB20
3d3d93;C172
e80818;B407
48486b;BALL
00a939;BE20
a6c88a;B752
ac3068;F2LX
4021f5;ZZZZ
4b2b87;BALL
8466c7;B748
3feb58;ZZZZ
4b0535;BALL
8963e4;A388
c05272;LJ70
394a01;B77W
acdad3;T6
aa1b9a;B737
c07fb5;DH8D
1409b0;AN2
406d51;GLID
e482b3;E190
3ee59e;GLID
401701;PUP
383a9b;SF28
710378;HAWK
44018a;C182
ac02b4;B738
4621df;D228
c054a8;C152
899035;B77W
aaf8ef;P180
7c3986;R22
403cd9;ULAC
a63466;ST75
e0204e;B350
49d150;C172
145401;YK40
aa5097;BE20
a3007b;G550
a0af73;UH1
ae1db7;H60
393537;DA40
3d0bb8;S223
391737;P28R
4b36db;BU31
3ee180;GLID
3eed99;GLID
401c2b;PA17
4ab488;AT75
4bb162;B77W
148389;AN2
a24b40;A320
aaf0a5;R22
3e711e;DG40
458969;PA27
aa17cc;WW24
3fcbf9;BALL
a370f2;B06
c071c3;C56X
3f3650;BALL
3e7cc6;G103
3d3f6e;DV20
3d2433;R200
458e88;C172
3d0633;DR40
14109c;R44
abc513;C441
a19910;A21N
e80908;C25A
780f1e;A320
4bae46;C206
404df2;DR40
3eff1f;GLID
c07a9f;T28
c0219f;T6
4027a0;D11
398500;A210
c0039f;UH12
a0b71a;EC45
a0a181;R44
800297;A748
394650;A332
a3d827;H25B
00aec9;B737
392850;BALL
a04062;C25B
a2c0ca;ALO2
403c7e;BALL
ac1cb3;PTS2
4aa88c;H500
401e7e;AC11
a84177;TBM8
4950d2;LJ45
a96c96;B752
406f2c;ULAC
403b93;P28U
14598d;MI8
3d0b5d;C172
4614a1;B412
7c816c;PA31
a1cdca;GL5T
502cd0;BCS3
141045;R44
3f319b;BALL
382417;CP30
c07a48;EC30
400eca;G115
385415;RALL
a831c3;C25C
4ca854;B738
382ce3;C172
7c6fff;R22
a05b46;GLEX
a1945b;GLF2
c87f0c;P3
406579;UNDEFINED
800134;BE20
400b1d;BALL
78012c;A333
a31bc5;EA50
8a02f1;B738
3ef12d;GLID
ac3073;EC35
4b2b92;BALL
4bd052;C208
43e9c3;B350
3feb63;FDCT
a6893d;BE20
780dbf;B738
3c4c4e;A319
a3bb33;H500
3867bb;GLID
407018;ULAC
a19404;B737
440668;A320
405218;UNDEFINED
403168;PA34
a4b0e7;G400
406416;AS55
7335d6;A310
a35a92;A319
aa9f97;LJ40
e06611;B738
c06d61;H269
49d067;SR22
424052;A320
acd8fd;A119
a515e5;B427
140ff1;EC30
ac95de;BE30
a1af90;T34P
7cf8b6;AS50
c82774;B505
402f40;ULAC
3d285c;P28R
449a05;C25B
88084b;A320
a54f43;C441
00aa50;R44
3fd25a;BALL
ace74e;CRJ2
48c120;B738
a001a0;B429
3d14f9;P28B
a7ba91;ST75
a7fd08;FA62
ad325b;C55B
390a6e;AS50
a687de;EN28
a5eca1;UH1
391c6c;P28A
7802a9;A320
8686cc;B773
a1f66a;N320
3e23d1;BE55
ac26d9;CRJ2
7c42aa;C208
40581a;GLID
a368c2;DC10
3ecc7c;DG80
345085;CRJ9
4032b9;PARA
39608b;BALL
ab2be6;BE9L
7c0159;WW24
adff0c;K35T
4031ad;DR30
e4862a;E50P
4044b7;BALL
4026b7;BALL
a3574e;A189
ada521;B738
aa4d0e;S76
06a087;A320
a57a8c;AS50
ae1e73;TEX2
4954a4;ULAC
85207a;C25A
407108;NG5
440758;DIMO
a2e31b;PUMA
00af5e;R44
34320d;E195
a417ae;CL30
3e6b06;DIMO
e8405e;AT45
80022a;AN32
75829f;MD60
4010a6;P28B
7808ab;B738
76cdc2;B77W
06a00f;A320
a058e6;PC12
4b3f92;LGEZ
4ca7e5;B738
885302;A320
501e43;C525
a3f885;AS55
39bd2b;E55P
3d20df;RV9
a35b0a;S92
3feaf4;ULAC
a00a2b;H269
40325e;C152
40145e;DH82
a5f938;A320
40650c;BALL
adfcc2;BE40
080008;DH8C
403173;P28A
a83b3e;BE99
485088;BALL
3981ac;C208
c055d5;B06
3ebb6e;C160
ad3fde;B712
a81d3e;ST75
503deb;H25B
3e5f0a;RF4
ab5408;EN28
4033a9;ULAC
a3e524;R44
a837e8;S61
a35157;DH3T
a4b288;B734
502c98;DH8D
402b7b;D253
4c0e4e;C172
a5dc9b;C25B
4b2aab;BALL
800759;PC7
a13d95;BE36
1406b6;DA42
401407;DH82
45aa93;B737
a7c3b5;CL60
ae1f63;EC45
402605;DH82
00ae22;EC20
adaab1;R44
3c09db;A319
a728a1;C560
aa68a8;BE9L
a6a739;CL30
3f3769;BALL
aa7e7a;B738
3c542c;A306
403881;BALL
ac26e4;F900
3ecd93;AS26
3fc2c9;BALL
780d90;A321
44f863;AJET
a1cc2f;C208
a67ab8;FA62
aced8f;CRJ2
a58882;SR22
3d0760;TF19
a8f6fe;P180
458558;GLID
a22a46;L39
a3635b;T6
0d0559;H25B
7c144d;B06
008aab;B190
4044c2;ULAC
c0762a;R44
4039ab;ULAC
8577a8;R44
4845d7;BALL
06a092;A320
a6df8f;C680
ab2c7b;UHEL
c044c7;C525
ae1538;H60
406ba8;ULAC
c061bb;B06
30025f;EC30
497c97;P3
3f6682;A400M
402cf8;P28R
14090b;AN2
3f9930;C160
405fa6;RV7
0092f6;H269
ace5fa;TBM9
14babd;AN24
c00725;CL30
4010b1;C404
494250;GLID
39b468;DR40
7c66cf;A321
020114;G280
ab7376;B764
3a4832;C208
a50340;C212
440c8d;A321
a8062c;COL3
14fa18;T204
a99b3e;EA50
3e2399;AEST
385d11;C172
a197be;F2TH
3d21f6;DA40
3d08b1;MJ5
a0477d;BK17
390c75;C152
a06492;BE20
a2e4fa;E45X
402773;ULAC
4247c8;G650ER
4b7fa3;AS32
380add;FK9
c073e0;AS65
3eec83;GLID
a59574;C25A
3994c1;CRUZ
a57774;PC12
48457c;VENT
ab6015;LAMA
a6c59b;PA46
3d4700;SR20
a3e61a;CL35
a3019f;AS50
00a53e;AS50
ac9d32;H500
a19fb9;EXEC
8960f5;A388
a09d76;A139
48c5e6;AT72
ab4ea8;A319
140ffe;EC30
43c610;EUFI
a1cd9d;H25B
4408bf;BX2
a7c889;BE58
800764;PC7
1406c1;DA40
a8a763;B762
710089;A320
3aac19;EC35
404410;BALL
402610;FOX
a58213;EC45
3938a5;TB20
43eadc;C25M
a7a6d7;C500
ae211e;F18
a68f32;RV8
45a158;AS25
3b7669;AJET
140064;L39
a8b1df;BE30
a38a46;PC12
39b30b;AS50
0093e6;EN28
391448;GAZL
3c6741;A320
c02615;UH1
502c2b;B735
ae159a;H64
861ef8;B763
3ff2d2;C42
403798;ULAC
400e46;GA8
4684f6;PA25
3ec458;VENT
ad35be;SW4
aaf5a9;B738
3ef706;GLID
3e6339;VENT
42476d;LJ60
a55e47;GLF4
ad47bc;C208
3fee6b;GX
aaa3ef;BE9L
3eb856;EUFI
a91700;A321
3f0363;GLID
8a024c;B739
403465;COY2
40215b;SA02
a0b75e;EC45
a09dbb;EC35
a031d2;T34P
a69c7b;C25B
c044d2;DH8C
3e2e63;P180
3fefb6;MT
ae1543;H64
4d2155;GLEX
780c2f;A333
7394a3;NG5
458a8d;P28R
863773;BK17
403fec;RALL
4ac9fa;A20N
4a91f2;B736
7c6a51;B412
76e72f;PC21
a857ce;E50P
ac1524;R22
4006b1;B744
ae01bf;GLF4
06a2de;B77L
a25fbe;C525
a72869;C560
a7155f;T6
3b76ae;A332
43c700;A332
401b8f;GY20
404e3d;EN48
e48dc1;A320
394de9;DR40
462ced;DA42
c006b6;R44
aa72f5;B737
a5c622;DHC2
a1cadb;AC90
a05eb4;B763
7c607d;R44
000100;IL76
a1acdb;E75S
48510b;BALL
497c2a;F16
3d43c8;TB20
4a04cc;C152
44e84b;GLID
3b7bf9;F406
39202e;BALL
a16876;ZZZZ
70a9e6;AT75
ab6020;B739
4783ab;AS32
4031fa;L8
009334;R44
c02ba5;AS50
8a03c9;B738
141797;MI26
70c07d;C30J
4029bf;BALL
4016d6;P28A
4408ca;WT9
a572d9;ST75
ab7eb1;BE9L
a63e11;H500
4b88e4;BALL
a4682f;R44
710094;A320
a17315;ST75
3aac24;AS50
44026d;C340
86315b;S76
444825;PARA
e48e72;B763
c06b5d;B190
a68230;H500
c04d5d;BE9L
4013a3;UNDEFINED
4b0a2b;M20P
c06a72;B06
738a45;B703
c05f5b;B06
393253;BALL
398301;SR20
391453;C172
40568e;RV10
780d9d;B77W
a511ea;MD82
a85f6e;B734
3d256d;WA50
400e51;A321
4a0492;PZ04
780460;A320
a66a66;R44
a12104;BE99
780827;B738
458685;DHC1
adfc95;BE40
c04d06;B737
a32e35;SF34
a9beb2;BE9L
c02f06;DH8C
1418e8;R66
3d2a8c;C172
3e5ccd;SF25
a1c37d;AA5
c05f04;DH8D
e490df;GLEX
44b68d;R44
aca4ad;CJ6
3e02e2;EC20
e485e9;C208
3c5cae;B737
4241e7;F9DX
