T_UPDATE;FLIGHT_ID;RUNWAY;TIME;GATE;STACK
21-7-2020 07:50:17;21011266;;21-7-2020 08:54:00;;
21-7-2020 09:05:16;21011062;06;21-7-2020 08:54:12;E20;ARTIP
21-7-2020 09:05:15;21011033;03;21-7-2020 08:54:21;B2;
21-7-2020 09:20:14;21011263;05;21-7-2020 08:58:00;;
21-7-2020 09:05:13;21011074;;21-7-2020 08:58:22;;
21-7-2020 05:50:16;21011066;;21-7-2020 08:59:43;;
21-7-2020 09:05:17;21011102;;21-7-2020 09:00:00;HG0;
21-7-2020 07:50:16;21011103;;21-7-2020 09:00:00;;
21-7-2020 09:20:13;21011100;03;21-7-2020 09:00:20;AZ;
21-7-2020 07:50:15;21011021;;21-7-2020 09:03:00;;
21-7-2020 09:20:15;21011067;06;21-7-2020 09:03:00;D05;RIVER
21-7-2020 08:35:15;21010958;;21-7-2020 09:03:10;;
21-7-2020 09:20:15;21010927;23;21-7-2020 09:04:00;;
21-7-2020 09:20:15;21011015;24;21-7-2020 09:05:00;;
21-7-2020 08:50:15;21011063;;21-7-2020 09:06:00;;
21-7-2020 09:05:16;21011176;23;21-7-2020 09:07:59;;
21-7-2020 08:35:17;21011093;;21-7-2020 09:09:00;;
21-7-2020 08:50:14;21011153;;21-7-2020 09:10:00;;
21-7-2020 07:20:15;21011173;;21-7-2020 09:10:37;;
21-7-2020 09:20:17;21011073;05;21-7-2020 09:11:41;I5;
21-7-2020 07:20:17;21011200;;21-7-2020 09:11:58;;
21-7-2020 09:20:14;21011174;23;21-7-2020 09:12:11;;
21-7-2020 09:20:17;21011052;23;21-7-2020 09:13:10;GE;
21-7-2020 09:20:17;21010887;23;21-7-2020 09:13:39;;
21-7-2020 07:35:14;21011140;23;21-7-2020 09:15:00;;
21-7-2020 08:20:16;21011320;;21-7-2020 09:15:00;;
21-7-2020 09:20:17;21011199;24L;21-7-2020 09:15:02;;
21-7-2020 08:35:15;21010925;;21-7-2020 09:16:00;;
21-7-2020 08:50:18;21011264;;21-7-2020 09:16:00;;
21-7-2020 09:35:13;21010936;23;21-7-2020 09:17:00;;
21-7-2020 09:20:18;21011210;24L;21-7-2020 09:17:14;;
21-7-2020 08:50:16;21011054;;21-7-2020 09:18:00;;
21-7-2020 09:35:13;21011418;23;21-7-2020 09:18:05;;
21-7-2020 09:05:16;21011091;;21-7-2020 09:18:30;;
21-7-2020 09:35:13;21011214;24L;21-7-2020 09:18:40;;
21-7-2020 09:35:14;21011076;06;21-7-2020 09:19:37;G07;ARTIP
21-7-2020 09:35:13;21011211;24L;21-7-2020 09:21:33;;
21-7-2020 09:35:15;21011002;06;21-7-2020 09:21:40;E18;SUGOL
21-7-2020 08:20:18;21011340;;21-7-2020 09:23:00;;
21-7-2020 09:35:15;21011069;06;21-7-2020 09:23:42;G02;ARTIP
21-7-2020 08:35:18;21011289;;21-7-2020 09:24:00;;
21-7-2020 09:35:17;21011124;23;21-7-2020 09:25:00;;
21-7-2020 09:35:16;21011084;06;21-7-2020 09:25:52;H01;SUGOL
21-7-2020 08:35:15;21011133;;21-7-2020 09:26:00;;
21-7-2020 09:35:17;21011116;06;21-7-2020 09:27:21;A51;SUGOL
21-7-2020 09:50:12;21011099;06;21-7-2020 09:28:51;B94;RIVER
21-7-2020 07:05:14;21010874;;21-7-2020 09:30:00;;
21-7-2020 06:05:15;21011078;;21-7-2020 09:30:00;;
21-7-2020 07:35:14;21011144;23;21-7-2020 09:30:00;;
21-7-2020 09:50:13;21011087;06;21-7-2020 09:30:09;C05;RIVER
21-7-2020 08:50:16;21011080;;21-7-2020 09:30:20;;
21-7-2020 09:50:13;21011275;06;21-7-2020 09:32:23;C06;RIVER
21-7-2020 07:20:17;21011008;;21-7-2020 09:33:00;;
21-7-2020 07:20:16;21010947;;21-7-2020 09:35:00;;
21-7-2020 09:35:12;21011452;;21-7-2020 09:35:00;;
21-7-2020 08:05:21;21011120;;21-7-2020 09:37:00;;
21-7-2020 09:50:16;21011274;23;21-7-2020 09:38:00;;
21-7-2020 08:50:16;21011055;;21-7-2020 09:39:28;;
21-7-2020 09:50:15;21011117;03;21-7-2020 09:39:42;2;
21-7-2020 09:50:16;21010959;23;21-7-2020 09:40:00;;
21-7-2020 10:05:19;21011282;;21-7-2020 09:40:00;;
21-7-2020 09:50:16;21011318;23;21-7-2020 09:42:53;;
21-7-2020 09:50:16;21011370;23;21-7-2020 09:44:00;;
21-7-2020 09:20:18;21011364;;21-7-2020 09:44:19;;
21-7-2020 06:50:14;21011125;;21-7-2020 09:45:00;;
21-7-2020 10:05:17;21011072;04;21-7-2020 09:45:49;GL;ARTIP
21-7-2020 10:05:18;21011077;23;21-7-2020 09:46:00;I5;
21-7-2020 10:05:18;21011121;06;21-7-2020 09:47:18;D44;RIVER
21-7-2020 10:20:17;21011273;;21-7-2020 09:48:00;;
21-7-2020 10:05:18;21011435;24;21-7-2020 09:48:00;X;
21-7-2020 10:05:18;21011458;24;21-7-2020 09:48:00;;
21-7-2020 09:05:14;21011098;;21-7-2020 09:48:45;;
21-7-2020 10:05:18;21011108;04;21-7-2020 09:49:18;GL;RIVER
21-7-2020 09:05:14;21011097;;21-7-2020 09:51:10;;
21-7-2020 10:05:19;21011301;24;21-7-2020 09:52:00;;
21-7-2020 10:05:19;21011359;24;21-7-2020 09:53:00;REQ;
21-7-2020 07:05:14;21011126;;21-7-2020 09:55:17;D54;RIVER
21-7-2020 10:05:20;21011231;23;21-7-2020 09:56:00;;
21-7-2020 09:05:12;21011396;;21-7-2020 09:56:00;;
21-7-2020 10:05:20;21011122;06;21-7-2020 09:56:24;G08;ARTIP
21-7-2020 08:35:18;21011283;;21-7-2020 09:57:00;;
21-7-2020 10:50:19;21011050;;21-7-2020 09:58:00;;
21-7-2020 10:05:21;21011057;23;21-7-2020 09:58:00;;
21-7-2020 07:50:16;21011154;23;21-7-2020 10:00:00;;
21-7-2020 10:20:15;21011082;23;21-7-2020 10:02:54;I5;
21-7-2020 10:20:16;21011138;24;21-7-2020 10:04:00;JA;
21-7-2020 10:20:17;21011247;23;21-7-2020 10:04:00;;
21-7-2020 09:05:13;21011215;;21-7-2020 10:05:00;;
21-7-2020 07:50:17;21011265;;21-7-2020 10:05:00;;
21-7-2020 10:20:15;21011151;03;21-7-2020 10:05:41;3;
21-7-2020 09:05:17;21011421;;21-7-2020 10:08:00;;
21-7-2020 09:35:14;21011110;;21-7-2020 10:09:17;;
21-7-2020 09:35:15;21011357;;21-7-2020 10:10:03;;
21-7-2020 07:05:14;21011150;;21-7-2020 10:10:26;;
21-7-2020 10:20:17;21011139;27;21-7-2020 10:11:11;A35;RIVER
21-7-2020 09:05:16;21011092;;21-7-2020 10:11:29;;
21-7-2020 10:20:17;21011276;23;21-7-2020 10:12:35;;
21-7-2020 10:20:18;21011143;27;21-7-2020 10:12:40;GL;ARTIP
21-7-2020 09:50:13;21011145;;21-7-2020 10:15:00;;
21-7-2020 10:35:15;21011436;24;21-7-2020 10:16:00;;
21-7-2020 10:35:15;21011017;23;21-7-2020 10:17:00;;
21-7-2020 10:35:15;21011463;23;21-7-2020 10:18:58;;
21-7-2020 10:35:16;21011141;27;21-7-2020 10:19:44;C13;RIVER
21-7-2020 08:20:18;21011006;;21-7-2020 10:21:00;;
21-7-2020 08:20:17;21011123;;21-7-2020 10:21:00;;
21-7-2020 10:35:17;21011152;27;21-7-2020 10:21:59;A43;SUGOL
21-7-2020 10:35:16;21011232;23;21-7-2020 10:22:00;;
21-7-2020 10:35:17;21011180;03;21-7-2020 10:23:26;6;
21-7-2020 10:35:17;21011137;24;21-7-2020 10:23:40;B1;
21-7-2020 10:35:17;21011171;27;21-7-2020 10:23:44;G04;ARTIP
21-7-2020 10:35:19;21011409;23;21-7-2020 10:24:00;;
21-7-2020 10:35:18;21011473;24;21-7-2020 10:25:00;L;
21-7-2020 10:35:18;21011194;27;21-7-2020 10:26:25;D54;RIVER
21-7-2020 09:35:15;21010998;;21-7-2020 10:27:50;GL;RIVER
21-7-2020 10:35:18;21011079;24;21-7-2020 10:28:00;;
21-7-2020 10:35:19;21011164;23;21-7-2020 10:29:17;H;
21-7-2020 10:50:15;21011201;24;21-7-2020 10:29:17;A41;ARTIP
21-7-2020 09:05:14;21011406;;21-7-2020 10:30:00;;
21-7-2020 11:35:18;21011459;;21-7-2020 10:30:00;;
21-7-2020 10:50:15;21011129;03;21-7-2020 10:30:24;AZS;
21-7-2020 10:50:15;21011217;27;21-7-2020 10:30:42;D48;ARTIP
21-7-2020 08:20:17;21011325;;21-7-2020 10:31:00;;
21-7-2020 10:50:15;21011222;24;21-7-2020 10:31:34;JA;
21-7-2020 10:50:15;21011148;21;21-7-2020 10:31:40;;
21-7-2020 10:50:19;21011118;;21-7-2020 10:32:00;;
21-7-2020 10:50:16;21011149;27;21-7-2020 10:32:19;D10;SUGOL
21-7-2020 10:50:15;21011158;21;21-7-2020 10:32:30;;
21-7-2020 09:50:13;21011228;;21-7-2020 10:32:49;;
21-7-2020 10:50:17;21011111;24;21-7-2020 10:33:00;VCR;
21-7-2020 11:05:14;21011142;03;21-7-2020 10:33:43;;
21-7-2020 09:50:14;21011369;;21-7-2020 10:35:07;;
21-7-2020 10:50:17;21011183;24;21-7-2020 10:35:15;A65;SUGOL
21-7-2020 10:50:17;21011219;27;21-7-2020 10:36:13;D02;RIVER
21-7-2020 09:35:15;21011382;;21-7-2020 10:37:26;;
21-7-2020 10:50:18;21011202;24;21-7-2020 10:38:12;B16;ARTIP
21-7-2020 10:50:18;21011230;23;21-7-2020 10:39:00;;
21-7-2020 09:20:18;21011242;;21-7-2020 10:43:00;;
21-7-2020 11:05:14;21011203;24;21-7-2020 10:43:29;A61;SUGOL
21-7-2020 11:05:14;21011367;24;21-7-2020 10:44:00;L;
21-7-2020 10:50:19;21011224;03;21-7-2020 10:44:01;2;
21-7-2020 10:05:18;21011262;;21-7-2020 10:45:00;;
21-7-2020 11:05:17;21011358;;21-7-2020 10:45:00;;
21-7-2020 11:05:15;21011218;24;21-7-2020 10:47:43;A52;ARTIP
21-7-2020 11:05:16;21011112;23;21-7-2020 10:48:00;;
21-7-2020 11:05:16;21011255;27;21-7-2020 10:49:16;B36;ARTIP
21-7-2020 11:05:15;21011236;03;21-7-2020 10:49:50;3;
21-7-2020 11:05:17;21011114;23;21-7-2020 10:50:00;;
21-7-2020 11:50:14;21011206;21;21-7-2020 10:50:00;;
21-7-2020 11:05:17;21011277;23;21-7-2020 10:50:00;;
21-7-2020 11:05:16;21011179;27;21-7-2020 10:50:32;G09;ARTIP
21-7-2020 10:05:18;21011157;;21-7-2020 10:50:59;;
21-7-2020 10:05:19;21011404;;21-7-2020 10:52:00;;
21-7-2020 11:05:17;21011181;22;21-7-2020 10:52:41;GL;RIVER
21-7-2020 10:05:19;21011362;;21-7-2020 10:53:00;;
21-7-2020 11:05:17;21011226;24;21-7-2020 10:54:46;C14;RIVER
21-7-2020 11:05:18;21011245;24;21-7-2020 10:56:16;C16;ARTIP
21-7-2020 11:05:18;21011285;24;21-7-2020 10:56:50;C1;
21-7-2020 09:50:16;21011455;;21-7-2020 10:57:00;;
21-7-2020 10:05:17;21011496;;21-7-2020 10:57:00;;
21-7-2020 11:05:18;21011216;27;21-7-2020 10:57:19;A55;SUGOL
21-7-2020 11:05:18;21011243;23;21-7-2020 10:57:55;F;
21-7-2020 11:20:15;21011237;27;21-7-2020 10:58:44;D43;ARTIP
21-7-2020 11:20:15;21011234;27;21-7-2020 10:59:58;G05;RIVER
21-7-2020 10:05:18;21011505;;21-7-2020 11:00:00;;
21-7-2020 10:05:19;21011293;;21-7-2020 11:01:00;;
21-7-2020 11:20:16;21011261;24;21-7-2020 11:01:39;B31;RIVER
21-7-2020 11:20:16;21011235;24;21-7-2020 11:03:10;A46;ARTIP
21-7-2020 11:20:16;21011568;03;21-7-2020 11:03:56;;
21-7-2020 11:20:17;21011225;24;21-7-2020 11:05:15;A54;ARTIP
21-7-2020 11:20:17;21011288;24;21-7-2020 11:05:52;A24;
21-7-2020 11:20:17;21011260;24;21-7-2020 11:06:48;A71;SUGOL
21-7-2020 12:05:14;21011354;24;21-7-2020 11:08:00;L;
21-7-2020 11:05:16;21011515;;21-7-2020 11:09:00;;
21-7-2020 11:20:18;21011279;27;21-7-2020 11:09:43;A63;RIVER
21-7-2020 10:20:16;21011349;;21-7-2020 11:10:00;;
21-7-2020 11:20:18;21011456;03;21-7-2020 11:10:27;;
21-7-2020 11:20:19;21011281;27;21-7-2020 11:11:59;D52;ARTIP
21-7-2020 10:50:18;21011477;;21-7-2020 11:13:06;;
21-7-2020 11:35:13;21011259;27;21-7-2020 11:13:48;C07;RIVER
21-7-2020 11:35:14;21011300;36C;21-7-2020 11:14:49;A56;SUGOL
21-7-2020 09:05:15;21011411;;21-7-2020 11:15:00;;
21-7-2020 11:35:14;21011478;23;21-7-2020 11:15:00;H;
21-7-2020 11:35:14;21011280;27;21-7-2020 11:15:20;D57;ARTIP
21-7-2020 11:35:14;21011269;36C;21-7-2020 11:16:17;D03;RIVER
21-7-2020 11:35:15;21011291;27;21-7-2020 11:17:27;D55;ARTIP
21-7-2020 11:35:15;21011258;36C;21-7-2020 11:17:39;D31;SUGOL
21-7-2020 10:20:17;21011548;;21-7-2020 11:19:00;;
21-7-2020 11:35:16;21011270;27;21-7-2020 11:19:30;B93;ARTIP
21-7-2020 10:50:19;21011332;;21-7-2020 11:20:00;;
21-7-2020 11:35:15;21011306;23;21-7-2020 11:20:33;;
21-7-2020 11:35:16;21011294;27;21-7-2020 11:20:56;C09;ARTIP
21-7-2020 11:35:16;21011314;36C;21-7-2020 11:21:00;A75;SUGOL
21-7-2020 10:35:18;21011401;;21-7-2020 11:21:00;;
21-7-2020 11:35:17;21011399;23;21-7-2020 11:24:20;;
21-7-2020 08:20:14;21011309;;21-7-2020 11:24:26;;
21-7-2020 10:50:20;21011384;03;21-7-2020 11:25:00;;
21-7-2020 10:35:14;21011566;;21-7-2020 11:25:00;;
21-7-2020 11:35:18;21011338;27;21-7-2020 11:26:02;B28;ARTIP
21-7-2020 14:05:17;21011326;;21-7-2020 11:27:03;;
21-7-2020 11:35:19;21011311;36C;21-7-2020 11:27:43;B32;RIVER
21-7-2020 11:35:19;21011292;27;21-7-2020 11:27:50;B23;ARTIP
21-7-2020 11:50:14;21011298;36C;21-7-2020 11:29:30;A44;SUGOL
21-7-2020 08:05:18;21011267;;21-7-2020 11:30:00;;
21-7-2020 11:50:15;21011324;27;21-7-2020 11:30:09;C18;ARTIP
21-7-2020 11:50:15;21011312;36C;21-7-2020 11:31:21;C05;RIVER
21-7-2020 11:50:15;21011278;27;21-7-2020 11:31:58;G06;ARTIP
21-7-2020 10:50:16;21011462;;21-7-2020 11:32:49;;
21-7-2020 11:50:16;21011336;36C;21-7-2020 11:32:57;D53;RIVER
21-7-2020 11:50:16;21011313;27;21-7-2020 11:34:23;G02;ARTIP
21-7-2020 11:50:16;21011319;03;21-7-2020 11:34:41;7;
