53	7.209444444	52.91666667	6.498611111	LINE
52.91666667	6.498611111	52.76388889	6.333333333	LINE
52.76388889	6.333333333	52.42611111	6.333333333	LINE
52.42611111	6.333333333	52.21583333	6.730555556	LINE
51.96264444	5.254763889	51.58634167	5.6032	LINE
51.58634167	5.6032	51.34530278	6.200113889	LINE
51.98888889	4.111111111	51.94055556	3.750833333	LINE
51.94055556	3.750833333	51.59847778	2.666908333	LINE
51.59847778	2.666908333	51.71238056	2.166936111	LINE
51.71238056	2.166936111	52.11458611	2.487947222	LINE
52.11458611	2.487947222	52.51666667	2.815433333	LINE
52.51666667	2.815433333	52.93222222	3.161388889	LINE
52.93222222	3.161388889	53.40259167	3.561466667	LINE
53.40259167	3.561466667	53.46527778	3.615555556	LINE
53.46527778	3.615555556	53.5	3.645833333	LINE
53.5	3.645833333	53.83958333	3.942544444	LINE
53.83958333	3.942544444	54	4.084722222	LINE
54	4.084722222	54.5	4.535833333	LINE
54.5	4.535833333	55	5	LINE
55	5	55	5.566666667	LINE
55	5.566666667	55	6.5	LINE
55	6.5	54.5	6.5	LINE
54.5	6.5	54	6.5	LINE
54	6.5	53.66666667	6.5	LINE
53.66666667	6.5	53.56055556	6.606666667	LINE
53.56055556	6.606666667	53.52277778	6.672222222	LINE
53.52277778	6.672222222	53.50416667	6.741666667	LINE
53.50416667	6.741666667	53.41027778	6.608333333	LINE
53.41027778	6.608333333	52.80080278	5.286327778	LINE
52.80080278	5.286327778	52.725	4.561111111	LINE
52.725	4.561111111	52.75694444	4.4675	LINE
52.75694444	4.4675	52.80531944	4.35	LINE
52.80531944	4.35	52.90138889	4.1175	LINE
52.90138889	4.1175	53.05777778	3.733333333	LINE
53.05777778	3.733333333	53.46527778	3.615555556	LINE
54.5	4.535833333	52.75171944	4.820483333	LINE
51.63685833	2.499980556	51.45854444	2.499977778	LINE
51.59847778	2.666908333	51.42888889	3.408055556	LINE
51.42888889	3.408055556	51.26944444	4.114166667	LINE
51.26944444	4.114166667	51.35388889	4.242222222	LINE
51.35388889	4.242222222	51.37472222	4.244722222	LINE
51.37472222	4.244722222	51.3775	4.334722222	LINE
51.3775	4.334722222	51.3575	4.341111111	LINE
51.3575	4.341111111	51.36388889	4.431388889	LINE
51.36388889	4.431388889	51.42111111	4.383611111	LINE
51.42111111	4.383611111	51.44777778	4.379722222	LINE
51.44777778	4.379722222	51.4825	4.538333333	LINE
51.4825	4.538333333	51.42305556	4.535555556	LINE
51.42305556	4.535555556	51.43222222	4.579166667	LINE
51.43222222	4.579166667	51.42222222	4.641388889	LINE
51.42222222	4.641388889	51.5025	4.759722222	LINE
51.5025	4.759722222	51.49722222	4.806666667	LINE
51.49722222	4.806666667	51.48083333	4.841666667	LINE
51.48083333	4.841666667	51.44777778	4.823611111	LINE
51.44777778	4.823611111	51.41361111	4.826666667	LINE
51.41361111	4.826666667	51.41305556	4.905277778	LINE
51.41305556	4.905277778	51.39361111	4.920833333	LINE
51.39361111	4.920833333	51.44777778	5.005016667	LINE
51.44777778	5.005016667	51.48722222	5.035277778	LINE
51.48722222	5.035277778	51.47138889	5.079444444	LINE
51.47138889	5.079444444	51.43138889	5.104444444	LINE
51.43138889	5.104444444	51.39361111	5.071111111	LINE
51.39361111	5.071111111	51.34694444	5.131666667	LINE
51.34694444	5.131666667	51.31555556	5.134444444	LINE
51.31555556	5.134444444	51.31027778	5.162777778	LINE
51.31027778	5.162777778	51.3225	5.200277778	LINE
51.3225	5.200277778	51.30527778	5.242222222	LINE
51.30527778	5.242222222	51.26833333	5.225833333	LINE
51.26833333	5.225833333	51.26550556	5.421222222	LINE
51.26550556	5.421222222	51.28167222	5.441658333	LINE
51.28167222	5.441658333	51.30027778	5.482777778	LINE
51.30027778	5.482777778	51.29527778	5.515833333	LINE
