T_UPDATE;FLIGHT_ID;RUNWAY;TIME;GATE;SID;FLOW_CONTROL_STATE;CTOT
5-8-2019 07:50;20454681;;5-8-2019 07:51;;;CLEARED;null
5-8-2019 08:05;20454171;24;5-8-2019 07:51;D48;SPY3K;CLEARED;null
5-8-2019 08:05;20454214;24;5-8-2019 07:52;A32;BER1S;CLEARED;null
5-8-2019 08:05;20454560;25;5-8-2019 07:52;;IFRG;CLEARED;null
5-8-2019 08:05;20454207;18L;5-8-2019 07:53;D44;KDD1E;NOT_RESTRICTED;5-8-2019 07:49
5-8-2019 08:05;20454257;24;5-8-2019 07:54;JA;WDY1B;CLEARED;null
5-8-2019 08:05;20454189;18L;5-8-2019 07:55;D16;ARN3E;NOT_RESTRICTED;5-8-2019 07:56
5-8-2019 08:05;20454203;18L;5-8-2019 07:56;C12;KDD1E;CLEARED;null
5-8-2019 08:05;20454216;18L;5-8-2019 07:58;C09;ARN3E;CLEARED;null
5-8-2019 08:05;20454195;24;5-8-2019 07:58;D29;BER1S;CLEARED;null
5-8-2019 08:20;20454180;18L;5-8-2019 07:59;D41;KDD1E;CLEARED;null
5-8-2019 08:20;20454222;21;5-8-2019 07:59;;VEL3K;CLEARED;null
5-8-2019 05:20;20454259;;5-8-2019 08:00;;;CLEARED;null
5-8-2019 06:35;20454469;;5-8-2019 08:00;;;CLEARED;null
5-8-2019 08:20;20454382;18L;5-8-2019 08:00;D52;ARN3E;CLEARED;null
5-8-2019 08:20;20454262;27;5-8-2019 08:01;;NG86;CLEARED;null
5-8-2019 08:20;20454250;24;5-8-2019 08:01;G07;BER1S;CLEARED;null
5-8-2019 08:20;20454263;22;5-8-2019 08:02;GD;REN1G;CLEARED;null
5-8-2019 08:20;20454244;24;5-8-2019 08:02;C1;SOM1B;CLEARED;null
5-8-2019 08:50;20454502;;5-8-2019 08:03;;;CLEARED;null
5-8-2019 08:20;20454223;18L;5-8-2019 08:03;A55;KDD1E;CLEARED;null
5-8-2019 08:20;20454215;21;5-8-2019 08:03;;VEL3K;CLEARED;null
5-8-2019 08:20;20454234;24;5-8-2019 08:03;D18;BER1S;CLEARED;null
5-8-2019 08:20;20454235;18L;5-8-2019 08:04;D14;REN1E;NOT_RESTRICTED;5-8-2019 08:01
5-8-2019 08:05;20454261;;5-8-2019 08:05;;;CLEARED;null
5-8-2019 05:20;20454285;;5-8-2019 08:05;;;CLEARED;null
5-8-2019 08:20;20454219;24;5-8-2019 08:05;H01;VAL2S;CLEARED;null
5-8-2019 08:20;20454205;24;5-8-2019 08:06;B16;BER1S;CLEARED;null
5-8-2019 08:20;20454237;24;5-8-2019 08:07;H03;VAL2S;CLEARED;null
5-8-2019 08:20;20454231;18L;5-8-2019 08:09;B28;REN1E;CLEARED;null
5-8-2019 08:20;20454229;24;5-8-2019 08:10;D07;BER1S;CLEARED;null
5-8-2019 08:20;20454218;18L;5-8-2019 08:11;B13;REN1E;NOT_RESTRICTED;5-8-2019 08:13
5-8-2019 08:20;20454383;24;5-8-2019 08:12;D02;BER1S;CLEARED;null
5-8-2019 08:20;20454283;21;5-8-2019 08:13;A1;LNO2B;NOT_RESTRICTED;5-8-2019 08:17
