T_UPDATE;FLIGHT_ID;RUNWAY;TIME;GATE;STACK
12-9-2021 11:20:16;21519715;22;12-9-2021 11:13:00;GL;null
12-9-2021 11:20:17;21519683;23;12-9-2021 11:13:00;I3;null
12-9-2021 11:20:17;21519740;36C;12-9-2021 11:13:27;D41;SUGOL
12-9-2021 11:35:11;21519741;36R;12-9-2021 11:14:05;A52;ARTIP
12-9-2021 10:20:16;21520013;null;12-9-2021 11:15:00;null;null
12-9-2021 11:35:11;21519747;36C;12-9-2021 11:15:02;C11;RIVER
12-9-2021 11:35:11;21519742;36R;12-9-2021 11:15:37;A63;ARTIP
12-9-2021 11:35:12;21519766;36C;12-9-2021 11:16:22;D05;RIVER
12-9-2021 11:35:12;21519769;36R;12-9-2021 11:17:19;A33;ARTIP
12-9-2021 11:35:12;21519743;36C;12-9-2021 11:18:00;D03;RIVER
12-9-2021 11:05:14;21520129;null;12-9-2021 11:18:00;null;null
12-9-2021 11:35:13;21519751;36R;12-9-2021 11:18:41;D52;ARTIP
12-9-2021 11:35:14;21519764;36R;12-9-2021 11:20:21;B31;ARTIP
12-9-2021 11:35:14;21519767;36C;12-9-2021 11:21:39;S94;SUGOL
12-9-2021 11:35:14;21519727;36R;12-9-2021 11:21:58;C06;ARTIP
12-9-2021 08:50:13;21519673;null;12-9-2021 11:22:00;null;null
12-9-2021 11:35:14;21519848;24;12-9-2021 11:22:09;HGR;null
12-9-2021 11:35:14;21520114;24;12-9-2021 11:23:21;X;null
12-9-2021 11:35:15;21519793;36R;12-9-2021 11:24:00;A35;ARTIP
12-9-2021 11:35:15;21519756;36C;12-9-2021 11:24:01;A46;SUGOL
12-9-2021 11:35:16;21519780;36C;12-9-2021 11:25:22;D54;RIVER
12-9-2021 09:05:12;21519758;null;12-9-2021 11:26:12;R74;ARTIP
12-9-2021 11:35:16;21519770;36R;12-9-2021 11:26:24;D43;ARTIP
12-9-2021 11:35:17;21519732;36C;12-9-2021 11:27:02;B28;SUGOL
12-9-2021 11:35:17;21519847;23;12-9-2021 11:28:00;null;null
12-9-2021 11:35:16;21519726;21;12-9-2021 11:28:13;AZS;null
12-9-2021 11:35:17;21519698;36C;12-9-2021 11:28:24;A34;SUGOL
12-9-2021 11:50:10;21519808;36R;12-9-2021 11:28:32;G07;ARTIP
12-9-2021 11:50:11;21519768;36C;12-9-2021 11:29:52;A51;RIVER
12-9-2021 11:50:11;21519591;23;12-9-2021 11:30:00;null;null
12-9-2021 11:50:16;21519711;null;12-9-2021 11:30:00;null;null
12-9-2021 09:05:13;21519891;null;12-9-2021 11:30:00;null;null
12-9-2021 09:35:11;21519939;null;12-9-2021 11:30:00;null;null
12-9-2021 11:50:16;21520105;null;12-9-2021 11:30:00;null;null
12-9-2021 11:50:11;21520156;24;12-9-2021 11:30:43;null;null
12-9-2021 11:50:11;21519771;36R;12-9-2021 11:30:52;B24;ARTIP
12-9-2021 11:50:12;21519784;36C;12-9-2021 11:31:29;A41;SUGOL
12-9-2021 11:50:12;21519795;36R;12-9-2021 11:32:16;B16;ARTIP
12-9-2021 11:50:12;21519800;21;12-9-2021 11:32:44;S8;null
12-9-2021 11:50:13;21519781;36C;12-9-2021 11:33:11;D16;SUGOL
12-9-2021 11:50:13;21519774;36R;12-9-2021 11:33:49;G06;ARTIP
12-9-2021 11:50:13;21519621;23;12-9-2021 11:35:00;null;null
12-9-2021 11:50:13;21519857;21;12-9-2021 11:35:11;D3;null
12-9-2021 11:50:13;21519816;24;12-9-2021 11:35:19;JA;null
12-9-2021 11:50:14;21519721;36C;12-9-2021 11:35:56;A44;SUGOL
12-9-2021 11:50:14;21519762;36R;12-9-2021 11:36:01;C12;ARTIP
12-9-2021 11:50:14;21519772;36C;12-9-2021 11:37:19;A54;RIVER
12-9-2021 11:50:14;21519843;24;12-9-2021 11:37:52;JA;null
12-9-2021 11:50:15;21519820;36R;12-9-2021 11:37:55;D55;ARTIP
12-9-2021 11:50:15;21519783;36R;12-9-2021 11:39:18;B35;ARTIP
12-9-2021 11:50:16;21519809;36R;12-9-2021 11:40:41;C16;ARTIP
12-9-2021 11:50:17;21519699;36R;12-9-2021 11:42:22;D14;ARTIP
12-9-2021 12:05:11;21519823;36R;12-9-2021 11:43:38;F04;ARTIP
12-9-2021 12:05:12;21519834;36R;12-9-2021 11:45:32;R82;ARTIP
12-9-2021 11:05:12;21519650;null;12-9-2021 11:45:34;null;null
12-9-2021 12:05:11;21519923;21;12-9-2021 11:46:51;null;null
12-9-2021 12:05:12;21519804;36R;12-9-2021 11:47:42;D51;SUGOL
12-9-2021 12:05:12;21519842;21;12-9-2021 11:49:25;S2;null
12-9-2021 12:05:13;21519836;36R;12-9-2021 11:49:26;A42;RIVER
12-9-2021 12:05:14;21519810;36R;12-9-2021 11:52:24;E17;RIVER
12-9-2021 12:05:14;21519841;21;12-9-2021 11:52:52;AZ;null
12-9-2021 11:35:15;21520110;null;12-9-2021 11:54:05;null;null
12-9-2021 12:05:15;21519838;36R;12-9-2021 11:54:58;C07;RIVER
12-9-2021 08:35:13;21519845;24;12-9-2021 11:56:00;null;null
12-9-2021 12:05:15;21519794;24;12-9-2021 11:56:02;null;null
12-9-2021 12:05:15;21519824;21;12-9-2021 11:56:08;S1;null
12-9-2021 12:20:11;21519855;36R;12-9-2021 11:59:08;B27;RIVER
12-9-2021 12:20:11;21519872;36R;12-9-2021 12:01:00;C08;ARTIP
12-9-2021 12:20:11;21520067;04;12-9-2021 12:02:00;HG0;null
12-9-2021 12:20:13;21519869;36R;12-9-2021 12:03:53;H01;SUGOL
12-9-2021 12:20:12;21519860;21;12-9-2021 12:04:10;S3;null
12-9-2021 12:20:12;21520212;23;12-9-2021 12:05:00;null;null
12-9-2021 12:20:13;21519850;23;12-9-2021 12:06:00;F;null
12-9-2021 12:20:13;21519835;36R;12-9-2021 12:06:18;D56;ARTIP
12-9-2021 12:20:13;21519904;21;12-9-2021 12:07:19;S9;null
12-9-2021 12:20:14;21519866;36R;12-9-2021 12:08:38;E04;ARTIP
12-9-2021 12:20:15;21519594;23;12-9-2021 12:09:00;null;null
12-9-2021 12:20:14;21519868;21;12-9-2021 12:09:10;S6;null
12-9-2021 12:20:14;21520286;24;12-9-2021 12:09:50;null;null
12-9-2021 12:05:11;21520167;null;12-9-2021 12:10:00;null;null
12-9-2021 12:20:15;21519861;36R;12-9-2021 12:10:29;B20;ARTIP
12-9-2021 12:20:15;21519876;21;12-9-2021 12:10:53;null;null
12-9-2021 11:35:15;21519947;null;12-9-2021 12:11:04;null;null
12-9-2021 08:05:13;21519782;24;12-9-2021 12:12:00;null;null
12-9-2021 12:20:16;21519905;36R;12-9-2021 12:12:11;F06;ARTIP
12-9-2021 11:35:17;21519953;null;12-9-2021 12:15:00;null;null
12-9-2021 12:35:11;21520011;24;12-9-2021 12:15:40;null;null
12-9-2021 12:35:12;21519906;36R;12-9-2021 12:16:01;D43;ARTIP
12-9-2021 12:35:12;21519498;23;12-9-2021 12:17:07;CLU;null
12-9-2021 12:35:12;21519922;21;12-9-2021 12:17:16;S4;null
12-9-2021 12:35:13;21519837;36R;12-9-2021 12:17:30;GL;RIVER
12-9-2021 12:35:13;21519885;24;12-9-2021 12:19:30;JA;null
12-9-2021 12:35:13;21519889;36R;12-9-2021 12:19:31;E03;SUGOL
12-9-2021 12:35:13;21519884;23;12-9-2021 12:19:44;null;null
12-9-2021 11:35:12;21520127;null;12-9-2021 12:20:00;null;null
12-9-2021 12:35:14;21519890;36R;12-9-2021 12:21:50;B15;SUGOL
12-9-2021 12:35:14;21519894;24;12-9-2021 12:22:55;D1;null
12-9-2021 12:35:15;21519867;36R;12-9-2021 12:23:54;D04;RIVER
12-9-2021 12:35:15;21519893;21;12-9-2021 12:24:21;S10;null
12-9-2021 12:35:16;21519880;36R;12-9-2021 12:25:06;GL;ARTIP
12-9-2021 12:35:16;21519898;36R;12-9-2021 12:26:34;D49;RIVER
12-9-2021 12:35:17;21519871;36R;12-9-2021 12:28:22;H03;SUGOL
12-9-2021 12:50:12;21519918;36R;12-9-2021 12:29:35;H07;RIVER
12-9-2021 08:50:12;21519853;null;12-9-2021 12:30:00;null;null
12-9-2021 09:05:11;21519883;null;12-9-2021 12:30:00;null;null
12-9-2021 11:20:15;21520191;null;12-9-2021 12:30:00;null;null
12-9-2021 12:50:13;21519856;36R;12-9-2021 12:31:21;B17;SUGOL
12-9-2021 11:50:11;21520058;null;12-9-2021 12:31:23;null;null
12-9-2021 12:50:13;21519909;24;12-9-2021 12:33:43;L;null
12-9-2021 09:50:12;21519801;null;12-9-2021 12:34:00;null;null
12-9-2021 12:50:14;21520160;24;12-9-2021 12:35:17;null;null
12-9-2021 13:20:11;21520068;24;12-9-2021 12:36:00;null;null
12-9-2021 13:35:11;21520200;null;12-9-2021 12:40:00;null;null
12-9-2021 12:50:17;21519895;21;12-9-2021 12:41:20;AZS;null
12-9-2021 12:50:18;21519888;36R;12-9-2021 12:42:41;GL;ARTIP
12-9-2021 12:50:18;21520104;23;12-9-2021 12:44:51;null;null
12-9-2021 12:50:18;21520197;null;12-9-2021 12:45:00;null;null
12-9-2021 13:05:11;21519932;36R;12-9-2021 12:45:04;A44;RIVER
12-9-2021 13:05:11;21520018;23;12-9-2021 12:46:00;null;null
12-9-2021 13:05:11;21520229;23;12-9-2021 12:46:41;H;null
12-9-2021 13:05:13;21519938;36R;12-9-2021 12:47:58;D07;ARTIP
12-9-2021 13:05:13;21519942;36R;12-9-2021 12:49:30;S82;SUGOL
12-9-2021 13:05:13;21520228;23;12-9-2021 12:49:54;F;null
12-9-2021 13:05:13;21520385;23;12-9-2021 12:51:19;F;null
12-9-2021 13:20:09;21519542;24;12-9-2021 12:52:00;null;null
12-9-2021 13:05:15;21519970;36R;12-9-2021 12:52:21;B23;ARTIP
12-9-2021 13:05:14;21520347;23;12-9-2021 12:53:22;null;null
12-9-2021 13:05:15;21519976;36R;12-9-2021 12:53:56;B32;RIVER
12-9-2021 12:35:15;21520287;null;12-9-2021 12:55:00;null;null
12-9-2021 13:05:16;21519917;36R;12-9-2021 12:55:20;G08;ARTIP
12-9-2021 13:05:17;21519936;36R;12-9-2021 12:56:52;C09;ARTIP
12-9-2021 13:05:16;21519959;21;12-9-2021 12:57:25;GA2;null
12-9-2021 13:20:09;21519982;36R;12-9-2021 12:58:31;H02;SUGOL
12-9-2021 13:05:17;21519444;24;12-9-2021 12:59:00;null;null
12-9-2021 13:20:10;21519952;36R;12-9-2021 12:59:47;R80;ARTIP
12-9-2021 13:20:10;21519907;24;12-9-2021 13:01:00;null;null
12-9-2021 14:50:16;21519940;null;12-9-2021 13:01:00;null;null
12-9-2021 13:20:11;21519926;36R;12-9-2021 13:01:39;F08;SUGOL
12-9-2021 13:20:12;21519971;36R;12-9-2021 13:04:23;G04;ARTIP
12-9-2021 13:20:12;21519881;21;12-9-2021 13:05:27;null;null
12-9-2021 13:20:12;21520001;21;12-9-2021 13:05:47;S8;null
12-9-2021 13:20:13;21519969;36R;12-9-2021 13:06:29;GL;RIVER
12-9-2021 13:20:14;21519961;36C;12-9-2021 13:07:58;D03;RIVER
12-9-2021 13:20:13;21520368;24;12-9-2021 13:08:00;X;null
12-9-2021 13:20:14;21519954;36R;12-9-2021 13:09:06;D18;ARTIP
12-9-2021 13:20:15;21519986;36C;12-9-2021 13:09:53;C18;RIVER
12-9-2021 13:20:15;21519937;36R;12-9-2021 13:10:59;E06;ARTIP
12-9-2021 13:20:16;21520052;36C;12-9-2021 13:12:37;A64;SUGOL
12-9-2021 13:20:16;21520000;36R;12-9-2021 13:12:57;A32;ARTIP
12-9-2021 13:20:16;21520140;23;12-9-2021 13:14:11;null;null
12-9-2021 13:35:11;21520047;36C;12-9-2021 13:14:22;A45;RIVER
12-9-2021 13:35:11;21519999;36R;12-9-2021 13:14:56;C06;ARTIP
12-9-2021 12:50:11;21520250;null;12-9-2021 13:15:09;null;null
12-9-2021 13:35:11;21520031;36C;12-9-2021 13:15:35;C12;RIVER
12-9-2021 13:35:12;21520012;36C;12-9-2021 13:17:06;C05;RIVER
12-9-2021 13:35:12;21520022;24;12-9-2021 13:18:00;null;null
12-9-2021 13:35:13;21520009;36R;12-9-2021 13:18:49;C13;ARTIP
12-9-2021 13:35:13;21520016;36C;12-9-2021 13:19:06;C15;RIVER
12-9-2021 13:35:12;21519948;23;12-9-2021 13:19:21;J;null
12-9-2021 13:35:13;21520251;23;12-9-2021 13:19:40;null;null
12-9-2021 09:20:10;21519912;null;12-9-2021 13:20:00;null;null
12-9-2021 13:35:13;21520062;21;12-9-2021 13:20:29;S2;null
12-9-2021 13:35:13;21520267;23;12-9-2021 13:20:32;null;null
12-9-2021 13:35:14;21520005;36R;12-9-2021 13:20:48;A53;ARTIP
12-9-2021 13:35:14;21520053;36C;12-9-2021 13:21:04;D57;RIVER
12-9-2021 13:35:14;21520057;23;12-9-2021 13:22:02;H;null
12-9-2021 13:35:15;21520081;36C;12-9-2021 13:23:12;S84;SUGOL
12-9-2021 13:35:14;21519908;null;12-9-2021 13:24:00;GL;null
12-9-2021 13:35:15;21519955;23;12-9-2021 13:24:53;F;null
12-9-2021 10:35:13;21520106;null;12-9-2021 13:25:00;null;null
12-9-2021 13:35:15;21520139;null;12-9-2021 13:25:00;HG0;null
12-9-2021 13:35:16;21520020;36C;12-9-2021 13:25:27;C14;RIVER
12-9-2021 13:35:16;21520161;23;12-9-2021 13:26:00;null;null
12-9-2021 13:35:16;21520050;36R;12-9-2021 13:26:26;B31;ARTIP
12-9-2021 13:35:16;21520355;24;12-9-2021 13:27:28;HGR;null
12-9-2021 13:35:17;21519997;36R;12-9-2021 13:27:35;C10;ARTIP
12-9-2021 10:35:13;21520108;null;12-9-2021 13:28:00;null;null
12-9-2021 13:35:16;21520038;23;12-9-2021 13:28:11;null;null
12-9-2021 13:35:17;21520019;36C;12-9-2021 13:28:17;A43;RIVER
12-9-2021 13:35:17;21520033;21;12-9-2021 13:29:03;S4;null
12-9-2021 13:50:11;21520091;36C;12-9-2021 13:29:50;A34;RIVER
12-9-2021 08:50:12;21519854;null;12-9-2021 13:30:00;null;null
12-9-2021 13:50:11;21520073;36C;12-9-2021 13:31:23;A46;RIVER
12-9-2021 13:50:12;21520071;36R;12-9-2021 13:31:28;B27;ARTIP
12-9-2021 13:50:11;21519914;23;12-9-2021 13:32:00;null;null
12-9-2021 13:05:14;21520326;null;12-9-2021 13:32:25;null;null
12-9-2021 13:50:12;21520025;36R;12-9-2021 13:33:01;B24;ARTIP
12-9-2021 13:50:13;21520032;36R;12-9-2021 13:34:13;B28;ARTIP
12-9-2021 10:20:11;21520040;null;12-9-2021 13:35:00;null;null
12-9-2021 13:50:13;21520078;36R;12-9-2021 13:35:29;A75;ARTIP
12-9-2021 13:50:13;21520069;36R;12-9-2021 13:36:34;D05;RIVER
12-9-2021 13:50:14;21520168;24;12-9-2021 13:38:00;HGR;null
12-9-2021 13:50:14;21520008;null;12-9-2021 13:38:00;null;null
12-9-2021 13:50:14;21520082;04;12-9-2021 13:38:05;GL;ARTIP
12-9-2021 13:50:15;21520101;36R;12-9-2021 13:39:03;B36;RIVER
12-9-2021 13:50:15;21520023;36R;12-9-2021 13:40:14;B15;ARTIP
12-9-2021 13:50:16;21520077;36R;12-9-2021 13:41:29;D43;ARTIP
12-9-2021 13:50:16;21520094;36R;12-9-2021 13:43:01;B16;ARTIP
12-9-2021 13:50:16;21519977;24;12-9-2021 13:43:56;null;null
12-9-2021 14:05:11;21520048;36R;12-9-2021 13:43:56;D10;ARTIP
12-9-2021 10:50:12;21520124;null;12-9-2021 13:45:00;null;null
12-9-2021 14:05:11;21520066;36R;12-9-2021 13:45:42;D47;RIVER
12-9-2021 14:05:12;21520054;36R;12-9-2021 13:47:00;G02;ARTIP
12-9-2021 14:05:12;21520079;36R;12-9-2021 13:48:30;D41;ARTIP
12-9-2021 14:05:13;21520109;36R;12-9-2021 13:49:51;A35;ARTIP
12-9-2021 14:05:12;21520321;23;12-9-2021 13:50:03;null;null
12-9-2021 14:05:13;21520010;24;12-9-2021 13:50:24;B3;null
12-9-2021 14:05:13;21520155;21;12-9-2021 13:50:36;B1;null
12-9-2021 14:05:13;21520028;36R;12-9-2021 13:51:19;A51;ARTIP
12-9-2021 14:05:14;21520074;36R;12-9-2021 13:52:30;A73;ARTIP
12-9-2021 14:05:14;21520092;36R;12-9-2021 13:53:49;H01;ARTIP
12-9-2021 14:05:15;21520103;36R;12-9-2021 13:55:09;A62;SUGOL
12-9-2021 14:05:15;21520254;23;12-9-2021 13:55:48;null;null
12-9-2021 14:05:16;21520049;36R;12-9-2021 13:56:33;A74;SUGOL
12-9-2021 12:50:18;21520041;null;12-9-2021 13:57:00;null;null
12-9-2021 14:05:16;21520051;36R;12-9-2021 13:57:29;D24;ARTIP
12-9-2021 14:20:11;21520115;36R;12-9-2021 13:59:06;H03;SUGOL
12-9-2021 14:20:11;21520198;23;12-9-2021 14:00:00;null;null
12-9-2021 14:20:10;21520460;24;12-9-2021 14:00:01;null;null
12-9-2021 14:20:10;21520004;23;12-9-2021 14:00:23;null;null
12-9-2021 14:20:11;21520076;36R;12-9-2021 14:00:30;B92;RIVER
12-9-2021 14:20:12;21520088;36R;12-9-2021 14:01:49;A72;SUGOL
12-9-2021 14:20:11;21520169;21;12-9-2021 14:02:34;AZ;null
12-9-2021 14:20:12;21520111;36R;12-9-2021 14:03:05;F07;SUGOL
12-9-2021 14:20:12;21520446;23;12-9-2021 14:04:52;null;null
12-9-2021 14:05:11;21520322;null;12-9-2021 14:05:00;null;null
12-9-2021 14:20:13;21520107;36R;12-9-2021 14:05:31;H04;RIVER
12-9-2021 14:20:14;21520132;36R;12-9-2021 14:07:00;B35;ARTIP
12-9-2021 13:35:10;21520313;null;12-9-2021 14:08:11;null;null
12-9-2021 14:20:15;21520123;36R;12-9-2021 14:09:01;E04;ARTIP
12-9-2021 14:20:16;21520134;36R;12-9-2021 14:11:37;D51;ARTIP
12-9-2021 14:35:14;21519761;null;12-9-2021 14:13:00;null;null
12-9-2021 14:20:16;21520171;23;12-9-2021 14:13:19;CLU;null
12-9-2021 14:35:12;21519874;36R;12-9-2021 14:13:36;B32;ARTIP
12-9-2021 14:20:16;21520136;24;12-9-2021 14:14:13;null;null
12-9-2021 14:20:16;21520147;24;12-9-2021 14:14:48;null;null
12-9-2021 14:20:16;21520265;21;12-9-2021 14:14:53;AZS;null
12-9-2021 14:35:15;21520118;24;12-9-2021 14:18:00;null;null
12-9-2021 13:50:12;21520422;null;12-9-2021 14:18:30;null;null
12-9-2021 13:50:14;21520125;null;12-9-2021 14:20:00;null;null
12-9-2021 14:35:15;21520164;36R;12-9-2021 14:20:58;G07;RIVER
12-9-2021 13:50:15;21520148;null;12-9-2021 14:21:55;null;null
12-9-2021 14:35:15;21520468;24;12-9-2021 14:22:00;null;null
12-9-2021 13:35:14;21520338;null;12-9-2021 14:22:40;null;null
12-9-2021 14:35:15;21520166;36R;12-9-2021 14:23:05;D16;ARTIP
12-9-2021 13:20:12;21520427;null;12-9-2021 14:24:00;null;null
12-9-2021 14:35:17;21520184;36R;12-9-2021 14:26:21;D04;ARTIP
12-9-2021 12:35:16;21520299;null;12-9-2021 14:31:12;C07;RIVER
12-9-2021 14:50:11;21520246;21;12-9-2021 14:31:42;null;null
12-9-2021 14:50:11;21520320;23;12-9-2021 14:31:54;F;null
12-9-2021 14:20:16;21520090;null;12-9-2021 14:32:52;null;null
12-9-2021 14:50:13;21520213;36R;12-9-2021 14:34:56;H06;ARTIP
12-9-2021 14:50:13;21520215;24;12-9-2021 14:35:00;C1;null
12-9-2021 12:20:15;21519753;null;12-9-2021 14:35:59;C07;RIVER
12-9-2021 14:50:14;21520203;36R;12-9-2021 14:36:08;D49;RIVER
12-9-2021 14:35:16;21520225;null;12-9-2021 14:37:02;null;null
12-9-2021 14:50:14;21520190;36R;12-9-2021 14:37:39;S82;SUGOL
12-9-2021 14:50:14;21520224;23;12-9-2021 14:38:22;I3;null
12-9-2021 14:50:15;21520372;36R;12-9-2021 14:39:58;C07;RIVER
12-9-2021 14:50:16;21520180;36R;12-9-2021 14:41:07;G05;ARTIP
12-9-2021 12:35:15;21520351;null;12-9-2021 14:43:00;null;null
12-9-2021 14:50:16;21520242;24;12-9-2021 14:43:04;null;null
12-9-2021 14:50:17;21520244;36R;12-9-2021 14:43:07;S79;ARTIP
12-9-2021 14:50:16;21520263;21;12-9-2021 14:43:38;9;null
12-9-2021 14:50:16;21520337;23;12-9-2021 14:43:41;null;null
12-9-2021 07:20:13;21519671;null;12-9-2021 14:45:00;null;null
12-9-2021 11:05:11;21520150;null;12-9-2021 14:45:00;null;null
12-9-2021 15:05:11;21520201;36R;12-9-2021 14:45:18;D54;RIVER
12-9-2021 15:05:10;21520089;23;12-9-2021 14:45:21;F;null
12-9-2021 15:05:10;21520252;24;12-9-2021 14:45:22;B2;null
12-9-2021 15:05:11;21520306;21;12-9-2021 14:46:40;null;null
12-9-2021 15:05:12;21520216;36R;12-9-2021 14:47:34;GL;RIVER
12-9-2021 15:05:12;21520223;36R;12-9-2021 14:49:19;H02;RIVER
12-9-2021 15:05:13;21520187;36R;12-9-2021 14:50:52;A33;SUGOL
12-9-2021 13:50:16;21520377;null;12-9-2021 14:52:00;null;null
12-9-2021 15:05:14;21520202;36R;12-9-2021 14:52:11;C16;ARTIP
12-9-2021 15:05:14;21520214;36R;12-9-2021 14:53:53;G06;ARTIP
12-9-2021 15:05:15;21520117;36R;12-9-2021 14:55:36;B20;ARTIP
12-9-2021 15:05:14;21520154;21;12-9-2021 14:55:51;6;null
12-9-2021 15:05:16;21520245;36R;12-9-2021 14:56:57;D52;ARTIP
12-9-2021 15:05:16;21520170;23;12-9-2021 14:58:16;I3;null
12-9-2021 15:05:16;21520275;21;12-9-2021 14:58:23;10;null
12-9-2021 15:20:12;21520277;36R;12-9-2021 14:59:00;GL;RIVER
12-9-2021 15:20:13;21520208;36R;12-9-2021 15:00:58;S72;SUGOL
12-9-2021 14:35:12;21520414;null;12-9-2021 15:01:13;null;null
12-9-2021 11:20:14;21520188;null;12-9-2021 15:02:24;null;ARTIP
12-9-2021 15:20:13;21520211;04;12-9-2021 15:03:00;GL;null
12-9-2021 15:20:15;21520248;21;12-9-2021 15:06:20;C5s;null
12-9-2021 15:20:15;21520692;23;12-9-2021 15:07:00;C1;null
12-9-2021 15:20:15;21520415;24;12-9-2021 15:07:03;null;null
12-9-2021 15:20:15;21520280;21;12-9-2021 15:07:11;3;null
12-9-2021 14:05:16;21520561;null;12-9-2021 15:08:00;null;null
12-9-2021 14:05:13;21520542;null;12-9-2021 15:08:06;null;null
12-9-2021 15:20:16;21520255;36R;12-9-2021 15:08:18;D03;RIVER
12-9-2021 15:20:16;21520380;23;12-9-2021 15:09:17;C1;null
12-9-2021 15:20:16;21520261;23;12-9-2021 15:09:55;null;null
12-9-2021 15:20:17;21520276;36R;12-9-2021 15:10:20;H01;RIVER
12-9-2021 15:05:15;21520587;null;12-9-2021 15:11:44;null;null
12-9-2021 15:20:17;21520352;23;12-9-2021 15:11:49;H;null
12-9-2021 15:20:17;21520273;21;12-9-2021 15:12:26;7;null
12-9-2021 15:20:17;21520278;36R;12-9-2021 15:12:30;B27;RIVER
12-9-2021 15:20:17;21520531;23;12-9-2021 15:13:38;C1;null
12-9-2021 15:20:18;21520348;23;12-9-2021 15:15:00;null;null
12-9-2021 11:50:10;21520239;null;12-9-2021 15:15:00;null;null
12-9-2021 15:35:13;21520279;36R;12-9-2021 15:17:56;S87;SUGOL
12-9-2021 15:35:14;21520247;36R;12-9-2021 15:21:36;D12;ARTIP
12-9-2021 15:35:13;21520343;23;12-9-2021 15:21:56;G5;null
12-9-2021 13:35:10;21520442;null;12-9-2021 15:24:15;null;null
12-9-2021 15:05:11;21520426;null;12-9-2021 15:25:00;null;null
12-9-2021 15:35:15;21520543;24;12-9-2021 15:25:38;null;null
12-9-2021 15:35:16;21520298;36R;12-9-2021 15:26:09;H03;RIVER
12-9-2021 15:35:15;21520291;21;12-9-2021 15:26:13;5;null
12-9-2021 15:35:15;21520264;23;12-9-2021 15:26:28;null;null
12-9-2021 15:35:16;21520238;23;12-9-2021 15:28:11;null;null
12-9-2021 15:35:16;21520318;36R;12-9-2021 15:28:11;H05;ARTIP
12-9-2021 15:50:11;21520312;36R;12-9-2021 15:29:47;H04;RIVER
12-9-2021 15:35:14;21520297;21;12-9-2021 15:30:00;2;null
12-9-2021 14:35:14;21520634;null;12-9-2021 15:31:00;null;null
12-9-2021 15:50:12;21520511;36R;12-9-2021 15:31:06;C05;RIVER
12-9-2021 15:50:12;21520346;21;12-9-2021 15:31:23;B3;null
12-9-2021 15:50:12;21520494;23;12-9-2021 15:31:56;F;null
12-9-2021 15:20:13;21520510;null;12-9-2021 15:32:00;null;null
12-9-2021 15:50:13;21520259;36R;12-9-2021 15:32:51;D18;SUGOL
12-9-2021 14:50:13;21520519;null;12-9-2021 15:33:00;null;null
12-9-2021 15:50:13;21520319;36R;12-9-2021 15:34:08;G02;SUGOL
12-9-2021 15:50:13;21520588;23;12-9-2021 15:34:39;null;null
12-9-2021 15:50:13;21520495;23;12-9-2021 15:35:39;F;null
12-9-2021 15:50:15;21520370;21;12-9-2021 15:40:05;A1;null
12-9-2021 15:50:12;21520443;null;12-9-2021 15:40:09;null;null
12-9-2021 15:50:15;21520613;24;12-9-2021 15:40:22;L;null
12-9-2021 12:50:18;21520315;null;12-9-2021 15:41:12;C05;RIVER
12-9-2021 16:20:13;21520336;null;12-9-2021 15:42:00;null;null
12-9-2021 15:50:16;21520424;23;12-9-2021 15:43:14;C1;null
12-9-2021 15:50:16;21520282;36R;12-9-2021 15:43:16;S90;ARTIP
12-9-2021 15:50:16;21520685;24;12-9-2021 15:43:18;HGR;null
12-9-2021 15:50:16;21520674;24;12-9-2021 15:44:44;X;null
12-9-2021 16:05:11;21520564;24;12-9-2021 15:45:25;HGR;null
12-9-2021 16:05:12;21520324;36R;12-9-2021 15:45:47;C06;ARTIP
12-9-2021 16:05:12;21520574;21;12-9-2021 15:46:07;AZS;null
12-9-2021 16:05:11;21520610;21;12-9-2021 15:46:14;null;null
12-9-2021 16:05:12;21520611;23;12-9-2021 15:47:04;null;null
12-9-2021 16:05:13;21520341;36R;12-9-2021 15:48:41;D05;ARTIP
12-9-2021 15:50:13;21520362;null;12-9-2021 15:49:54;null;null
12-9-2021 14:35:14;21520633;null;12-9-2021 15:50:46;null;null
12-9-2021 14:35:14;21520635;null;12-9-2021 15:50:46;null;null
12-9-2021 16:05:14;21520356;36R;12-9-2021 15:51:19;C08;RIVER
12-9-2021 16:05:13;21520327;21;12-9-2021 15:52:00;null;null
12-9-2021 16:05:14;21520334;21;12-9-2021 15:52:17;null;null
12-9-2021 16:05:14;21520270;21;12-9-2021 15:52:20;null;null
12-9-2021 16:05:14;21520314;36R;12-9-2021 15:52:59;C12;ARTIP
12-9-2021 16:05:14;21520707;24;12-9-2021 15:53:13;L;null
12-9-2021 16:05:15;21520369;36R;12-9-2021 15:54:19;GL;SUGOL
12-9-2021 16:05:14;21520563;23;12-9-2021 15:54:25;null;null
12-9-2021 16:05:15;21520329;36R;12-9-2021 15:55:57;H02;ARTIP
12-9-2021 16:05:15;21520488;23;12-9-2021 15:57:01;null;null
12-9-2021 16:05:15;21520340;36R;12-9-2021 15:57:26;H06;RIVER
12-9-2021 15:20:17;21520617;null;12-9-2021 15:58:00;null;null
12-9-2021 16:05:15;21520174;23;12-9-2021 15:58:16;null;null
12-9-2021 16:20:12;21520375;36R;12-9-2021 15:59:20;C10;RIVER
12-9-2021 16:20:13;21520373;36R;12-9-2021 16:02:03;GL;RIVER
