T_UPDATE;FLIGHT_ID;SFPL_ID;CALLSIGN;REGISTRATION;OPERATOR;TYPE_OF_TRANSPONDER;SSR;FLIGHT_RULES;FLIGHT_TYPE;T0;ICAO_ACTYPE;WTC;ADEP;DEST;TAS;RFL;NFL;XFL;CFMU_DELAY;CONTROL;STATUS;FPOS_TRACK_ID
12-9-2021 04:50:10;21519111;958;KLM588;PHAOC;KLM;L;533;I;INBOUND;12-9-2021 00:03:00;A332;H;DNMM;EHAM;490;350;220;null;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 04:20:10;21519112;959;KLM86;PHBQB;KLM;L;3240;I;INBOUND;12-9-2021 00:06:52;B772;H;CYYZ;EHAM;485;370;250;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 04:20:11;21519113;960;TRA5471;PHHXO;TRA;L;1093;I;OUTBOUND;12-9-2021 00:20:00;B738;M;EHAM;LEMH;444;370;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:20:12;21519114;961;TRA691B;PHHZL;TRA;L;115;I;OUTBOUND;12-9-2021 00:25:01;B738;M;EHAM;LIEO;445;370;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 04:35:11;21519115;962;KLM428;PHAKF;KLM;L;512;I;INBOUND;12-9-2021 00:29:01;A333;H;OMDB;EHAM;486;340;260;null;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 04:35:10;21519116;963;TRA11T;PHHSG;TRA;L;1112;I;OUTBOUND;12-9-2021 00:30:01;B738;M;EHAM;LEMG;445;370;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 04:35:11;21519117;964;TRA759E;PHHXL;TRA;L;1108;I;OUTBOUND;12-9-2021 00:30:01;B738;M;EHAM;GMMX;443;410;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 04:35:11;21519118;965;TRA7N;PHHXC;TRA;L;110;I;OUTBOUND;12-9-2021 00:30:01;B738;M;EHAM;LGSA;441;370;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 04:50:11;21519119;966;CES771;B7349;CES;L;1871;I;INBOUND;12-9-2021 00:31:01;B77W;H;ZSPD;EHAM;477;276;260;null;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 04:35:11;21519120;967;TFL31W;PHTFU;TFL;L;104;I;OUTBOUND;12-9-2021 00:35:01;B38M;M;EHAM;LGKP;447;370;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 05:20:12;21519121;968;TRA55F;PHHZD;TRA;L;1106;I;OUTBOUND;12-9-2021 00:50:00;B738;M;EHAM;LEIB;445;350;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 05:20:12;21519122;969;CPA271;BKQG;CPA;L;1874;I;INBOUND;12-9-2021 00:53:28;B77W;H;VHHH;EHAM;415;226;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 04:50:12;21519123;970;TFL7JM;PHTFN;TFL;L;1124;I;OUTBOUND;12-9-2021 00:55:00;B38M;M;EHAM;LEIB;452;370;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 05:05:12;21519124;971;TRA40B;PHHSB;TRA;L;1116;I;OUTBOUND;12-9-2021 00:55:00;B738;M;EHAM;LEBL;443;410;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 05:35:13;21519125;972;KLM590;PHBVW;KLM;L;2069;I;INBOUND;12-9-2021 00:57:01;B77W;H;DGAA;EHAM;505;330;220;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:35:11;21519126;973;TRA6143;PHHSC;TRA;L;1098;I;OUTBOUND;12-9-2021 01:00:01;B738;M;EHAM;LEAL;444;370;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 05:20:11;21519127;974;UAL70;N12010;UAL;L;3242;I;INBOUND;12-9-2021 01:02:44;B78X;H;KEWR;EHAM;487;390;250;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:35:12;21519128;975;TRA14L;PHHXM;TRA;L;101;I;OUTBOUND;12-9-2021 01:05:01;B738;M;EHAM;LGKO;444;370;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 05:50:11;21519129;976;TRA65C;PHXRY;TRA;L;1656;I;OUTBOUND;12-9-2021 01:05:01;B737;M;EHAM;LIRP;436;410;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 05:50:11;21519130;977;CAL073;B18915;CAL;L;4025;I;INBOUND;12-9-2021 01:05:11;A359;H;RCTP;EHAM;489;190;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:50:13;21519131;978;TRA59A;PHHXN;TRA;L;1103;I;OUTBOUND;12-9-2021 01:10:01;B738;M;EHAM;GCLP;448;350;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 05:20:12;21519132;979;TRA705L;PHHXA;TRA;L;1123;I;OUTBOUND;12-9-2021 01:15:00;B738;M;EHAM;GCFV;448;350;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 05:35:11;21519133;980;KLM820;PHBHP;KLM;L;1185;I;INBOUND;12-9-2021 01:16:43;B789;H;VTBS;EHAM;568;380;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:50:13;21519134;981;KLM538;PHAKB;KLM;L;512;I;INBOUND;12-9-2021 01:18:00;A333;H;HUEN;EHAM;494;340;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:20:12;21519135;982;KLM26M;PHEXN;KLM;L;512;I;INBOUND;12-9-2021 01:19:00;E75L;M;EDDV;EHAM;365;220;300;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:20:11;21519136;983;TRA875T;PHHSW;TRA;L;1658;I;OUTBOUND;12-9-2021 01:20:00;B738;M;EHAM;LGIR;443;370;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 05:50:12;21519137;984;KLM838;PHBVD;KLM;L;2540;I;INBOUND;12-9-2021 01:23:45;B77W;H;WSSS;EHAM;507;300;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:35:13;21519138;985;KLM28K;PHNXB;KLM;L;2992;I;INBOUND;12-9-2021 01:27:00;E295;M;EKBI;EHAM;434;260;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:05:13;21519139;986;KLM268;PHAKD;KLM;L;3241;I;INBOUND;12-9-2021 01:27:53;A333;H;KIAD;EHAM;470;370;250;null;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:05:11;21519140;987;KLM88J;PHHSD;KLM;L;596;I;INBOUND;12-9-2021 01:29:00;B738;M;EDDH;EHAM;401;200;200;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:20:13;21519141;988;KLM48;PHBKF;KLM;L;3243;I;INBOUND;12-9-2021 01:29:26;B78X;H;KORD;EHAM;487;370;250;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:50:12;21519142;989;TRA43T;PHHXE;TRA;L;1122;I;OUTBOUND;12-9-2021 01:30:00;B738;M;EHAM;LPFR;446;370;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 05:50:12;21519143;990;KLM34Z;PHEZI;KLM;H;512;I;INBOUND;12-9-2021 01:30:01;E190;M;EDDL;EHAM;365;180;160;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:50:11;21519144;991;KLM62N;PHEXG;KLM;L;512;I;INBOUND;12-9-2021 01:31:01;E75L;M;EDDW;EHAM;382;260;250;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:20:12;21519145;992;TRA8Z;PHHZI;TRA;L;512;I;OUTBOUND;12-9-2021 01:35:01;B738;M;EHAM;LJLJ;441;390;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 05:50:12;21519146;993;UAE9977;A6EFM;UAE;L;512;I;OUTBOUND;12-9-2021 01:35:01;B77L;H;EHAM;EDDF;445;310;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 05:50:13;21519147;994;KLM80Z;PHEXJ;KLM;L;2144;I;INBOUND;12-9-2021 01:36:01;E75L;M;EDDN;EHAM;437;380;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:50:13;21519148;995;KLM44R;PHBCA;KLM;L;512;I;INBOUND;12-9-2021 01:37:01;B738;M;EDDB;EHAM;448;380;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:50:11;21519149;996;KLM36L;PHEZK;KLM;H;1860;I;INBOUND;12-9-2021 01:37:01;E190;M;ELLX;EHAM;379;220;200;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:50:11;21519150;997;KLM194;PHBKG;KLM;L;3244;I;INBOUND;12-9-2021 01:37:39;B78X;H;KIAH;EHAM;487;370;250;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:50:12;21519151;998;KLM96F;PHBGF;KLM;L;2993;I;INBOUND;12-9-2021 01:38:01;B737;M;EKCH;EHAM;449;400;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:50:12;21519152;999;TRA9L;PHHSA;TRA;L;1095;I;OUTBOUND;12-9-2021 01:40:01;B738;M;EHAM;LEVC;444;390;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:05:10;21519153;1000;KLM42A;PHEXX;KLM;L;2119;I;INBOUND;12-9-2021 01:42:01;E75L;M;EDDS;EHAM;418;380;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:50:12;21519154;1001;AAL220;N872AN;AAL;L;3283;I;INBOUND;12-9-2021 01:43:13;B788;H;KDFW;EHAM;487;370;230;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:50:13;21519155;1002;DAL134;N807NW;DAL;L;3287;I;INBOUND;12-9-2021 01:45:41;A333;H;KDTW;EHAM;470;370;250;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:50:12;21519156;1003;DAL70;N514DN;DAL;L;3281;I;INBOUND;12-9-2021 01:46:30;A359;H;KATL;EHAM;470;370;250;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:50:13;21519157;1004;CLU5472;GCLBA;CLU;S;3987;I;INBOUND;12-9-2021 01:47:00;B744;H;EGNX;EHAM;490;270;230;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:05:11;21519158;1005;KLM39V;PHEZN;KLM;H;1633;I;OUTBOUND;12-9-2021 01:50:00;E190;M;EHAM;ESSA;428;390;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:05:11;21519159;1006;KLM1382;PHBXR;KLM;L;512;I;INBOUND;12-9-2021 01:52:00;B739;M;UKBB;EHAM;450;360;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:35:12;21519160;1007;TRA793P;PHHSJ;TRA;L;1637;I;OUTBOUND;12-9-2021 01:55:00;B738;M;EHAM;LGPZ;443;370;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:05:12;21519161;1008;KLM1184;PHNXD;KLM;L;1885;I;INBOUND;12-9-2021 01:55:00;E295;M;ENBR;EHAM;445;410;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:50:13;21519162;1009;TRA7B;PHHZN;TRA;L;1091;I;REGIONAL;12-9-2021 01:55:00;B738;M;EHRD;LEGE;446;390;null;190;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:05:12;21519163;1010;KLM30T;PHEXR;KLM;L;479;I;INBOUND;12-9-2021 01:56:00;E75L;M;ENZV;EHAM;414;370;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:05:13;21519164;1011;KLM174;PHBVU;KLM;L;512;I;INBOUND;12-9-2021 01:58:00;B77W;H;HKJK;EHAM;514;300;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:50:12;21519165;1012;KLM642;PHAOF;KLM;L;3282;I;INBOUND;12-9-2021 01:59:22;A332;H;KJFK;EHAM;470;390;250;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:05:13;21519166;1013;EJU92CR;OEIVQ;EJU;L;512;I;OUTBOUND;12-9-2021 02:00:00;A320;M;EHAM;LFMN;423;350;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:20:11;21519167;1014;CND711;PHCDH;CND;L;1645;I;OUTBOUND;12-9-2021 02:00:00;B738;M;EHAM;LGKO;446;370;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:20:12;21519168;1015;CND715;PHCDF;CND;L;1640;I;OUTBOUND;12-9-2021 02:00:00;B738;M;EHAM;LGZA;445;370;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:05:13;21519169;1016;AUA3NT;OELWM;AUA;L;512;I;OUTBOUND;12-9-2021 02:00:00;E195;M;EHAM;LOWW;446;410;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:05:12;21519170;1017;EJU7909;OEIVJ;EJU;L;1119;I;OUTBOUND;12-9-2021 02:00:00;A320;M;EHAM;LEVC;432;350;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:05:12;21519171;1018;EJU93KL;OELKQ;EJU;L;512;I;OUTBOUND;12-9-2021 02:00:00;A319;M;EHAM;LDDU;426;370;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:05:11;21519172;1019;TRA5G;PHHSM;TRA;L;1094;I;REGIONAL;12-9-2021 02:00:00;B738;M;EHRD;LEIB;437;330;null;190;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:05:12;21519173;1020;KLM1841;PHEZA;KLM;H;512;I;OUTBOUND;12-9-2021 02:00:01;E190;M;EHAM;LOWW;443;410;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:05:11;21519174;1021;TAP669;CSTTR;TAP;L;1099;I;OUTBOUND;12-9-2021 02:00:01;A319;M;EHAM;LPPT;434;350;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:20:11;21519175;1022;KLM74L;PHNXA;KLM;L;1867;I;INBOUND;12-9-2021 02:00:01;E295;M;ESGG;EHAM;443;400;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 05:50:11;21519176;1023;TPA4048;N334QT;TPA;L;1104;I;OUTBOUND;12-9-2021 02:00:01;A332;H;EHAM;LEZG;447;310;null;null;0;null;CANCELLED,CONTROLLED;0
12-9-2021 06:05:11;21519177;1024;TRA517Q;PHHXF;TRA;L;1114;I;REGIONAL;12-9-2021 02:00:01;B738;M;EHEH;LEIB;437;330;null;190;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:20:12;21519178;1025;GTI8154;N408MC;GTI;L;1089;I;OUTBOUND;12-9-2021 02:00:01;B744;H;EHAM;KORD;495;320;null;240;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:20:10;21519179;1026;KLM69H;PHEZY;KLM;H;512;I;OUTBOUND;12-9-2021 02:00:01;E190;M;EHAM;EDDB;429;390;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 05:50:12;21519180;1027;SVA3041;TFAMB;SVA;L;1893;I;REGIONAL;12-9-2021 02:01:01;B744;H;OERK;EHBK;508;320;70;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:20:12;21519181;1028;TRA76R;PHXRB;TRA;L;512;I;REGIONAL;12-9-2021 02:05:01;B737;M;EHRD;LDSP;436;390;null;250;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:20:11;21519182;1029;SIA324;9VSMD;SIA;L;512;I;INBOUND;12-9-2021 02:05:01;A359;H;WSSS;EHAM;561;360;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:05:13;21519183;1030;KLM844;PHBVK;KLM;L;2497;I;INBOUND;12-9-2021 02:06:01;B77W;H;VTBS;EHAM;548;300;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:20:11;21519184;1031;KLM84X;PHEXH;KLM;L;512;I;INBOUND;12-9-2021 02:06:01;E75L;M;LFSB;EHAM;411;380;200;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:05:14;21519185;1032;KLM1350;PHBGG;KLM;L;512;I;INBOUND;12-9-2021 02:07:01;B737;M;LKPR;EHAM;443;400;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 07:05:13;21519186;1033;KLM94B;PHEZV;KLM;H;482;I;INBOUND;12-9-2021 02:09:01;E190;M;EKYT;EHAM;451;400;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:35:11;21519187;1034;TFL977;ESSAW;TFL;H;1663;I;OUTBOUND;12-9-2021 02:10:01;A320;M;EHAM;LCPH;448;330;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:05:12;21519188;1035;TRA6W;PHHSF;TRA;L;1100;I;REGIONAL;12-9-2021 02:10:01;B738;M;EHEH;LEAL;439;330;null;190;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:35:12;21519189;1036;TRA6609;PHHZW;TRA;L;512;I;OUTBOUND;12-9-2021 02:10:01;B738;M;EHAM;LOWI;442;390;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:20:12;21519190;1037;EJU61BT;OEIZP;EJU;L;512;I;INBOUND;12-9-2021 02:10:01;A320;M;EDDB;EHAM;406;320;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:20:11;21519191;1038;EJU91RL;OELKC;EJU;L;1109;I;OUTBOUND;12-9-2021 02:10:01;A319;M;EHAM;LEPA;432;350;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:20:11;21519192;1039;KLM40M;PHBXC;KLM;L;512;I;INBOUND;12-9-2021 02:11:01;B738;M;LIPZ;EHAM;449;400;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:20:12;21519193;1040;KLM36M;PHEXM;KLM;L;512;I;INBOUND;12-9-2021 02:11:01;E75L;M;LFLL;EHAM;410;380;220;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:20:12;21519194;1041;KLM38D;PHEXY;KLM;L;512;I;INBOUND;12-9-2021 02:12:01;E190;M;EBBR;EHAM;352;140;140;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:20:11;21519195;1042;DAL56;N860NW;DAL;L;3289;I;INBOUND;12-9-2021 02:13:45;A332;H;KSLC;EHAM;470;370;250;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:20:12;21519196;1043;KLM11P;PHBCG;KLM;L;512;I;OUTBOUND;12-9-2021 02:15:00;B738;M;EHAM;LFPG;433;280;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:20:12;21519197;1044;TRA71X;PHHZG;TRA;L;1101;I;REGIONAL;12-9-2021 02:15:00;B738;M;EHRD;LPFR;447;350;null;190;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:20:12;21519198;1045;KLM19U;PHBXT;KLM;L;512;I;OUTBOUND;12-9-2021 02:15:00;B739;M;EHAM;LIRF;447;410;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 07:05:12;21519199;1046;KLM52F;PHBGM;KLM;L;512;I;INBOUND;12-9-2021 02:16:00;B737;M;EPWA;EHAM;445;400;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 07:50:11;21519200;1047;KLM900;PHBCK;KLM;L;1882;I;INBOUND;12-9-2021 02:18:00;B738;M;UUEE;EHAM;447;380;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:35:11;21519201;1048;TRA585Q;PHHSI;TRA;L;512;I;OUTBOUND;12-9-2021 02:20:00;B738;M;EHAM;LFMN;417;330;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:20:12;21519202;1049;KLM1001;PHBGU;KLM;L;3808;I;OUTBOUND;12-9-2021 02:20:00;B737;M;EHAM;EGLL;412;240;null;240;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:35:12;21519203;1050;KLM79M;PHEXZ;KLM;L;125;I;OUTBOUND;12-9-2021 02:20:00;E75L;M;EHAM;EKCH;422;390;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:35:11;21519204;1051;KLM45C;PHEXO;KLM;L;512;I;OUTBOUND;12-9-2021 02:20:00;E75L;M;EHAM;EDDM;412;390;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:35:11;21519205;1052;KLM26B;PHEZW;KLM;H;512;I;INBOUND;12-9-2021 02:20:31;E190;M;LIPE;EHAM;450;400;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:20:11;21519206;1053;EJU3002;OELQT;EJU;L;3257;I;OUTBOUND;12-9-2021 02:25:00;A319;M;EHAM;EGSS;351;240;null;240;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:50:12;21519207;1054;TRA367E;PHXRX;TRA;L;98;I;REGIONAL;12-9-2021 02:25:00;B737;M;EHRD;LGIR;438;390;null;250;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:35:11;21519208;1055;KLM92T;PHBGT;KLM;L;3985;I;INBOUND;12-9-2021 02:25:00;B737;M;EGCC;EHAM;450;330;250;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:35:12;21519209;1056;KLM90J;PHBXB;KLM;L;3988;I;INBOUND;12-9-2021 02:26:00;B738;M;EGBB;EHAM;450;250;230;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:35:12;21519210;1057;KLM1762;PHEXV;KLM;L;512;I;INBOUND;12-9-2021 02:27:01;E190;M;EDDF;EHAM;391;240;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:35:13;21519211;1058;KLM20R;PHEXK;KLM;L;512;I;INBOUND;12-9-2021 02:29:01;E75L;M;LIMF;EHAM;421;340;200;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:35:12;21519212;1059;KLM62E;PHEXF;KLM;L;512;I;INBOUND;12-9-2021 02:29:01;E190;M;LFBO;EHAM;430;360;220;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:35:11;21519213;1060;KLM218;PHAKE;KLM;L;3275;I;INBOUND;12-9-2021 02:29:01;A333;H;CYVR;EHAM;470;350;250;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:35:13;21519214;1061;KZR943;P4KDD;KZR;L;512;I;INBOUND;12-9-2021 02:29:43;A21N;M;UATG;EHAM;444;380;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 04:20:10;21519215;1062;PHOOO;null;null;N;null;V;TRANSIT;12-9-2021 02:30:01;BALL;L;ZZZZ;ZZZZ;7;0;null;null;0;null;CANCELLED;0
12-9-2021 06:35:11;21519216;1063;KLM497;PHBQI;KLM;L;512;I;INBOUND;12-9-2021 02:30:01;B772;H;OMDB;EHAM;487;360;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:50:12;21519217;1064;TFL2LD;PHOYI;TFL;L;1661;I;OUTBOUND;12-9-2021 02:30:01;B763;H;EHAM;LGKO;456;350;null;250;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:20:11;21519218;1065;TRA5281;PHHZX;TRA;L;512;I;REGIONAL;12-9-2021 02:30:01;B738;M;EHEH;EPKK;363;230;null;160;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:50:13;21519219;1066;KLM1916;PHEXL;KLM;L;512;I;INBOUND;12-9-2021 02:30:01;E75L;M;EPGD;EHAM;430;360;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:20:12;21519220;1067;TRA5395;PHHXG;TRA;L;105;I;REGIONAL;12-9-2021 02:30:01;B738;M;EHEH;LGRP;378;230;null;160;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:50:12;21519221;1068;KLM76A;PHEXW;KLM;L;512;I;INBOUND;12-9-2021 02:31:01;E75L;M;LFBD;EHAM;424;360;220;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:35:13;21519222;1069;KLM1140;PHBGC;KLM;L;1869;I;INBOUND;12-9-2021 02:31:01;B738;M;ENGM;EHAM;455;400;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:35:13;21519223;1070;KLM60C;PHBCL;KLM;L;2697;I;INBOUND;12-9-2021 02:33:01;B738;M;LGAV;EHAM;452;380;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 07:05:14;21519224;1071;AFR32RY;FGKXO;AFR;H;512;I;INBOUND;12-9-2021 02:34:01;A320;M;LFPG;EHAM;404;280;220;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 07:05:12;21519225;1072;KLM70X;PHEXP;KLM;L;1880;I;INBOUND;12-9-2021 02:34:01;E75L;M;ENVA;EHAM;422;380;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:50:11;21519226;1073;KLM1178;PHEZD;KLM;H;1870;I;INBOUND;12-9-2021 02:34:01;E190;M;ESSL;EHAM;452;400;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:50:11;21519227;1074;EJU58PM;OEINP;EJU;L;1097;I;OUTBOUND;12-9-2021 02:35:01;A320;M;EHAM;LPFR;437;350;null;260;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:35:12;21519228;1075;DAL142;N408DX;DAL;L;3279;I;INBOUND;12-9-2021 02:35:12;A339;H;KSEA;EHAM;475;350;250;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:50:12;21519229;1076;KLM1838;PHBGQ;KLM;L;512;I;INBOUND;12-9-2021 02:36:01;B737;M;LOWW;EHAM;445;300;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:50:12;21519230;1077;DAL72;N507DN;DAL;L;3245;I;INBOUND;12-9-2021 02:37:00;A359;H;KATL;EHAM;470;370;250;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:50:12;21519231;1078;KLM22A;PHBCD;KLM;L;512;I;INBOUND;12-9-2021 02:37:01;B738;M;LEMD;EHAM;451;400;220;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:50:13;21519232;1079;SLM3004;OOABB;SLM;L;512;I;INBOUND;12-9-2021 02:37:01;A343;H;EBBR;EHAM;354;150;140;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:50:12;21519233;1080;KLM1992;PHEZO;KLM;H;512;I;INBOUND;12-9-2021 02:37:01;E190;M;EPKK;EHAM;401;280;260;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:50:13;21519234;1081;KLM1618;PHBXD;KLM;L;512;I;INBOUND;12-9-2021 02:39:00;B738;M;LIML;EHAM;445;340;200;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:50:13;21519235;1082;TFL547;PHTFP;TFL;L;1125;I;OUTBOUND;12-9-2021 02:40:00;B38M;M;EHAM;GCLP;447;340;null;240;0;LOCKED;OBSERVED,CONTROLLED;0
12-9-2021 06:35:13;21519236;1083;TRA98W;PHHXJ;TRA;L;1090;I;REGIONAL;12-9-2021 02:40:00;B738;M;EHEH;LEMG;441;330;null;190;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:50:12;21519237;1084;KLM68T;PHBGI;KLM;L;3286;I;INBOUND;12-9-2021 02:41:00;B737;M;EIDW;EHAM;450;410;250;null;0;null;OBSERVED,CONTROLLED;0
12-9-2021 06:20:12;21519238;1086;RYR7YW;9HQAT;RYR;S;1912;I;REGIONAL;12-9-2021 02:42:00;B738;M;LIRA;EHEH;445;220;110;null;0;null;OBSERVED,CONTROLLED;0
