T_UPDATE;FLIGHT_ID;RUNWAY;TIME;GATE;SID;FLOW_CONTROL_STATE;CTOT
12-9-2021 05:20:12;21519171;24;12-9-2021 05:05:48;H02;REN2S;CLEARED;null
12-9-2021 05:20:12;21519169;24;12-9-2021 05:08:04;B23;REN2S;CLEARED;null
12-9-2021 05:20:13;21519174;24;12-9-2021 05:09:43;C06;KDD3S;CLEARED;null
12-9-2021 05:20:13;21519179;18L;12-9-2021 05:10:35;B28;ARN4E;CLEARED;null
12-9-2021 05:20:13;21519166;24;12-9-2021 05:12:29;H05;KDD3S;CLEARED;null
12-9-2021 05:20:13;21519136;18L;12-9-2021 05:13:40;C14;REN2E;NOT_RESTRICTED;12-9-2021 05:12:00
12-9-2021 05:35:11;21519170;24;12-9-2021 05:14:14;H01;KDD3S;CLEARED;null
12-9-2021 05:35:11;21519162;24;12-9-2021 05:14:52;D2;WDY2B;CLEARED;null
12-9-2021 05:35:11;21519177;21;12-9-2021 05:15:34;null;WDY1S;CLEARED;null
12-9-2021 05:35:11;21519167;18L;12-9-2021 05:15:45;B27;REN2E;CLEARED;null
12-9-2021 05:35:11;21519172;24;12-9-2021 05:18:19;C2;WDY2B;CLEARED;null
12-9-2021 05:35:12;21519114;18L;12-9-2021 05:18:37;C15;LOP4E;NOT_RESTRICTED;12-9-2021 05:22:00
12-9-2021 05:35:12;21519145;18L;12-9-2021 05:19:39;D53;REN2E;CLEARED;null
12-9-2021 05:35:12;21519188;21;12-9-2021 05:20:17;null;WDY1S;CLEARED;null
12-9-2021 05:35:12;21519196;18L;12-9-2021 05:20:44;C05;KDD2E;CLEARED;null
12-9-2021 05:35:12;21519168;18L;12-9-2021 05:21:48;B35;REN2E;CLEARED;null
12-9-2021 05:35:12;21519181;24;12-9-2021 05:22:29;B2;LUN2B;CLEARED;null
12-9-2021 05:35:12;21519191;18L;12-9-2021 05:23:12;H06;KDD2E;CLEARED;null
12-9-2021 05:35:13;21519198;18L;12-9-2021 05:26:23;C09;REN2E;CLEARED;null
12-9-2021 05:35:13;21519203;18L;12-9-2021 05:27:36;B16;AND3E;CLEARED;null
12-9-2021 05:50:11;21519187;18L;12-9-2021 05:28:54;D16;REN2E;CLEARED;12-9-2021 05:21:00
12-9-2021 05:50:11;21519206;18L;12-9-2021 05:30:03;H03;VAL5E;CLEARED;null
12-9-2021 05:50:11;21519204;18L;12-9-2021 05:31:06;B32;REN2E;CLEARED;null
12-9-2021 05:50:11;21519160;18L;12-9-2021 05:32:36;D52;REN2E;CLEARED;null
12-9-2021 05:50:12;21519201;18L;12-9-2021 05:33:46;D03;KDD2E;CLEARED;null
12-9-2021 05:50:11;21519502;null;12-9-2021 05:35:00;null;null;CLEARED;null
12-9-2021 05:50:12;21519202;18L;12-9-2021 05:35:11;D25;VAL5E;CLEARED;null
12-9-2021 05:50:12;21519178;18L;12-9-2021 05:36:26;S79;BER4E;CLEARED;null
12-9-2021 05:50:12;21519218;21;12-9-2021 05:37:08;null;VEL4K;CLEARED;null
12-9-2021 05:50:13;21519189;18L;12-9-2021 05:38:57;D47;REN2E;CLEARED;null
12-9-2021 05:50:13;21519220;21;12-9-2021 05:39:08;null;VEL4K;CLEARED;null
12-9-2021 05:50:13;21519197;24;12-9-2021 05:39:22;D1;WDY2B;CLEARED;null
12-9-2021 06:05:12;21519217;18L;12-9-2021 05:50:55;D02;REN2E;CLEARED;null
12-9-2021 06:05:12;21519207;06;12-9-2021 05:51:13;C1;LUN2A;NOT_RESTRICTED;12-9-2021 05:50:00
12-9-2021 06:05:13;21519227;18L;12-9-2021 05:53:25;H04;KDD2E;CLEARED;null
12-9-2021 06:05:13;21519236;21;12-9-2021 05:53:36;null;WDY1S;NOT_RESTRICTED;12-9-2021 05:50:00
12-9-2021 06:05:13;21519242;21;12-9-2021 05:55:02;null;VEL4K;CLEARED;null
12-9-2021 06:05:14;21519466;21;12-9-2021 05:58:45;null;LER3M;CLEARED;null
12-9-2021 06:20:11;21519256;24;12-9-2021 06:00:55;B1;WDY2B;CLEARED;null
12-9-2021 06:20:11;21519271;24;12-9-2021 06:04:57;JA;WDY2B;NOT_RESTRICTED;12-9-2021 06:10:00
12-9-2021 06:20:12;21519269;22;12-9-2021 06:05:09;GD;REN2G;CLEARED;null
12-9-2021 06:20:12;21519262;24;12-9-2021 06:06:30;D3;WDY2B;CLEARED;12-9-2021 06:21:00
12-9-2021 06:20:12;21519254;18L;12-9-2021 06:06:34;D07;KDD2E;CLEARED;null
12-9-2021 06:20:12;21519522;18L;12-9-2021 06:08:09;S87;KDD2E;CLEARED;null
12-9-2021 06:20:13;21519235;18L;12-9-2021 06:10:53;D05;KDD2E;CLEARED;null
12-9-2021 06:20:13;21519272;18L;12-9-2021 06:12:39;C07;KDD2E;CLEARED;null
12-9-2021 06:35:11;21519275;18L;12-9-2021 06:15:41;B17;REN2E;CLEARED;null
12-9-2021 06:35:11;21519270;21;12-9-2021 06:16:11;null;WDY1S;CLEARED;null
12-9-2021 06:35:11;21519284;18L;12-9-2021 06:17:24;H07;ARN4E;CLEARED;null
12-9-2021 06:35:12;21519282;18L;12-9-2021 06:19:55;B20;LOP4E;NOT_RESTRICTED;12-9-2021 06:23:00
12-9-2021 06:35:12;21519580;24;12-9-2021 06:24:59;X;null;CLEARED;null
12-9-2021 06:50:11;21519301;24;12-9-2021 06:30:04;H01;ARN3S;CLEARED;null
12-9-2021 06:50:11;21519285;24;12-9-2021 06:31:46;B24;KDD3S;CLEARED;12-9-2021 06:45:00
12-9-2021 06:50:12;21519295;24;12-9-2021 06:33:03;C08;REN2S;CLEARED;null
12-9-2021 06:50:12;21519296;24;12-9-2021 06:34:45;C12;REN2S;NOT_RESTRICTED;12-9-2021 06:37:00
12-9-2021 06:50:13;21519303;24;12-9-2021 06:41:54;B32;AND2S;CLEARED;null
12-9-2021 07:05:12;21519297;24;12-9-2021 06:44:07;D12;REN2S;CLEARED;null
12-9-2021 06:50:13;21519467;null;12-9-2021 06:45:30;null;null;CLEARED;null
12-9-2021 07:05:12;21519302;21;12-9-2021 06:47:35;null;VEL4K;CLEARED;null
12-9-2021 07:05:12;21519313;24;12-9-2021 06:49:51;B16;ARN3S;CLEARED;null
12-9-2021 07:05:13;21519329;24;12-9-2021 06:51:21;G J;null;CLEARED;null
12-9-2021 07:05:13;21519327;24;12-9-2021 06:53:03;R80;AND2S;CLEARED;null
12-9-2021 07:05:13;21519318;24;12-9-2021 06:55:27;D49;REN2S;CLEARED;null
12-9-2021 07:05:14;21519298;24;12-9-2021 06:57:20;B31;REN2S;CLEARED;null
12-9-2021 07:05:14;21519325;21;12-9-2021 06:58:20;LES;NET1B;CLEARED;null
12-9-2021 07:20:12;21519326;21;12-9-2021 06:59:41;AZS;LNO2B;CLEARED;null
12-9-2021 04:20:10;21519323;null;12-9-2021 07:00:00;null;null;CLEARED;null
12-9-2021 07:20:12;21519322;24;12-9-2021 07:02:00;A41;KDD3S;CLEARED;12-9-2021 07:09:00
12-9-2021 07:20:12;21519316;24;12-9-2021 07:04:07;A34;ARN3S;CLEARED;null
12-9-2021 07:20:13;21519321;24;12-9-2021 07:05:58;B27;KDD3S;CLEARED;12-9-2021 07:09:00
12-9-2021 07:20:13;21519324;null;12-9-2021 07:07:00;null;null;CLEARED;null
12-9-2021 07:20:13;21519319;21;12-9-2021 07:07:13;null;VEL4K;CLEARED;null
12-9-2021 07:20:13;21519317;21;12-9-2021 07:10:36;null;VEL4K;CLEARED;null
12-9-2021 07:20:13;21519334;21;12-9-2021 07:12:00;null;null;CLEARED;null
12-9-2021 07:20:13;21519671;null;12-9-2021 07:15:00;null;null;CLEARED;null
12-9-2021 07:35:12;21519676;24;12-9-2021 07:16:00;null;null;CLEARED;null
12-9-2021 07:35:12;21519333;24;12-9-2021 07:16:26;C10;KDD3S;CLEARED;12-9-2021 07:13:00
12-9-2021 07:35:13;21519338;24;12-9-2021 07:19:08;H02;VAL3S;CLEARED;null
12-9-2021 07:35:13;21519371;21;12-9-2021 07:19:53;null;GIK3M;CLEARED;null
12-9-2021 07:35:14;21519345;18L;12-9-2021 07:24:49;C16;KDD2E;CLEARED;12-9-2021 07:29:00
12-9-2021 07:35:14;21519367;22;12-9-2021 07:26:07;GD;LOP2G;NOT_RESTRICTED;12-9-2021 07:28:00
12-9-2021 07:35:14;21519341;24;12-9-2021 07:26:29;B23;SPY4K;CLEARED;null
12-9-2021 07:35:14;21519361;18L;12-9-2021 07:27:42;H03;LOP4E;CLEARED;null
12-9-2021 07:50:11;21519372;22;12-9-2021 07:28:54;GD;KDD2G;CLEARED;12-9-2021 07:22:00
12-9-2021 07:50:11;21519342;24;12-9-2021 07:29:03;D04;BER2S;CLEARED;null
12-9-2021 04:50:10;21519370;null;12-9-2021 07:30:00;null;null;CLEARED;null
12-9-2021 06:05:11;21519521;null;12-9-2021 07:30:00;null;null;CLEARED;null
12-9-2021 07:50:11;21519344;18L;12-9-2021 07:30:15;A65;REN2E;CLEARED;null
12-9-2021 07:50:11;21519337;18L;12-9-2021 07:31:38;D51;REN2E;CLEARED;null
12-9-2021 07:50:11;21519354;18L;12-9-2021 07:32:34;B35;LOP4E;CLEARED;null
12-9-2021 07:50:11;21519356;18L;12-9-2021 07:33:52;A63;REN2E;CLEARED;null
12-9-2021 07:50:12;21519362;18L;12-9-2021 07:34:45;C11;KDD2E;CLEARED;null
12-9-2021 07:50:12;21519377;24;12-9-2021 07:35:38;A64;SPY4K;CLEARED;null
12-9-2021 07:50:12;21519353;18L;12-9-2021 07:36:00;A42;LOP4E;CLEARED;null
12-9-2021 07:50:12;21519368;24;12-9-2021 07:37:17;A52;SPY4K;CLEARED;null
12-9-2021 07:50:12;21519373;18L;12-9-2021 07:38:03;D54;KDD2E;CLEARED;null
12-9-2021 07:50:13;21519380;18L;12-9-2021 07:40:15;A75;REN2E;CLEARED;null
12-9-2021 07:50:13;21519351;24;12-9-2021 07:40:29;B93;SPY4K;CLEARED;null
12-9-2021 07:50:13;21519379;18L;12-9-2021 07:41:37;D56;ARN4E;CLEARED;null
12-9-2021 07:50:13;21519374;18L;12-9-2021 07:42:38;C15;KDD2E;CLEARED;null
12-9-2021 07:50:14;21519355;24;12-9-2021 07:43:22;B20;SPY4K;CLEARED;null
12-9-2021 08:05:11;21519352;18L;12-9-2021 07:44:18;A55;KDD2E;CLEARED;12-9-2021 07:35:00
12-9-2021 08:05:11;21519328;21;12-9-2021 07:44:27;null;VEL4K;CLEARED;null
12-9-2021 05:05:11;21519415;null;12-9-2021 07:45:00;null;null;CLEARED;null
12-9-2021 08:05:11;21519363;18L;12-9-2021 07:45:36;A31;ARN4E;CLEARED;null
12-9-2021 08:05:11;21519387;24;12-9-2021 07:46:27;A73;BER2S;CLEARED;null
12-9-2021 08:05:11;21519421;21;12-9-2021 07:46:47;A1;TEN1B;CLEARED;null
12-9-2021 08:05:11;21519343;18L;12-9-2021 07:47:04;A45;KDD2E;CLEARED;null
12-9-2021 08:05:11;21519335;21;12-9-2021 07:48:13;null;WDY1S;CLEARED;null
12-9-2021 08:05:12;21519386;24;12-9-2021 07:49:03;G09;BER2S;CLEARED;null
12-9-2021 08:05:12;21519402;18L;12-9-2021 07:49:47;A51;LOP4E;CLEARED;null
12-9-2021 05:05:12;21519424;null;12-9-2021 07:50:00;null;null;CLEARED;null
12-9-2021 08:05:12;21519388;24;12-9-2021 07:51:25;D23;BER2S;CLEARED;null
12-9-2021 08:05:12;21519369;18L;12-9-2021 07:51:30;C07;KDD2E;CLEARED;null
12-9-2021 08:05:12;21519395;18L;12-9-2021 07:52:17;D53;LOP4E;CLEARED;null
12-9-2021 08:05:13;21519408;24;12-9-2021 07:52:50;C14;SPY4K;CLEARED;null
12-9-2021 08:05:13;21519393;18L;12-9-2021 07:53:53;C05;REN2E;CLEARED;null
12-9-2021 08:05:13;21519460;24;12-9-2021 07:54:46;E07;BER2S;CLEARED;null
12-9-2021 05:05:13;21519428;null;12-9-2021 07:55:00;null;null;CLEARED;null
12-9-2021 08:20:10;21519709;null;12-9-2021 07:55:00;null;null;CLEARED;null
12-9-2021 08:05:13;21519414;18L;12-9-2021 07:55:27;B15;REN2E;CLEARED;null
12-9-2021 08:05:13;21519411;21;12-9-2021 07:56:24;null;WDY1S;CLEARED;null
12-9-2021 08:05:14;21519397;18L;12-9-2021 07:57:34;C18;REN2E;CLEARED;null
12-9-2021 05:20:11;21519441;null;12-9-2021 08:00:00;null;null;CLEARED;null
12-9-2021 05:20:11;21519448;null;12-9-2021 08:00:00;null;null;CLEARED;null
12-9-2021 07:20:13;21519665;null;12-9-2021 08:00:00;null;null;CLEARED;null
12-9-2021 08:20:09;21519436;24;12-9-2021 08:00:08;JA;WDY2B;CLEARED;12-9-2021 08:10:00
12-9-2021 08:20:10;21519376;18L;12-9-2021 08:00:39;B28;REN2E;CLEARED;null
12-9-2021 08:20:10;21519396;24;12-9-2021 08:01:22;B17;SPY4K;CLEARED;null
12-9-2021 08:20:10;21519409;24;12-9-2021 08:02:23;D28;BER2S;CLEARED;null
12-9-2021 08:20:10;21519410;18L;12-9-2021 08:03:08;B31;REN2E;CLEARED;null
12-9-2021 08:20:11;21519430;24;12-9-2021 08:04:34;C12;SPY4K;CLEARED;null
12-9-2021 08:20:11;21519403;18L;12-9-2021 08:04:41;D05;REN2E;CLEARED;null
12-9-2021 08:20:11;21519340;24;12-9-2021 08:05:52;B92;BER2S;CLEARED;null
12-9-2021 08:20:11;21519384;18L;12-9-2021 08:06:20;A72;REN2E;CLEARED;null
12-9-2021 08:20:11;21519420;24;12-9-2021 08:07:36;F08;BER2S;CLEARED;null
12-9-2021 08:20:12;21519389;18L;12-9-2021 08:07:55;C13;REN2E;CLEARED;null
12-9-2021 08:20:12;21519375;18L;12-9-2021 08:09:31;D14;REN2E;CLEARED;null
12-9-2021 08:20:12;21519413;24;12-9-2021 08:10:02;A46;BER2S;CLEARED;null
12-9-2021 08:20:12;21519443;24;12-9-2021 08:10:43;JA;LUN2B;CLEARED;null
12-9-2021 08:20:12;21519432;21;12-9-2021 08:11:09;null;LNO6K;CLEARED;12-9-2021 08:05:00
12-9-2021 08:20:12;21519383;18L;12-9-2021 08:11:28;A53;REN2E;CLEARED;12-9-2021 08:01:00
12-9-2021 08:20:12;21519429;24;12-9-2021 08:12:42;H01;BER2S;CLEARED;null
12-9-2021 08:20:13;21519445;24;12-9-2021 08:12:52;A33;SPY4K;CLEARED;null
12-9-2021 08:35:11;21519401;18L;12-9-2021 08:14:58;D94;REN2E;CLEARED;null
12-9-2021 05:35:11;21519468;null;12-9-2021 08:15:00;null;null;CLEARED;null
12-9-2021 08:05:11;21519760;null;12-9-2021 08:15:00;null;null;CLEARED;null
12-9-2021 08:20:12;21519815;null;12-9-2021 08:15:00;null;null;CLEARED;null
12-9-2021 08:35:11;21519449;23;12-9-2021 08:15:15;J;DOB3D;CLEARED;null
12-9-2021 08:35:11;21519431;24;12-9-2021 08:15:21;D52;SPY4K;CLEARED;null
12-9-2021 08:20:10;21519399;18L;12-9-2021 08:16:00;D93;ARN4E;CLEARED;null
12-9-2021 08:35:11;21519398;21;12-9-2021 08:16:23;null;VEL4K;CLEARED;null
12-9-2021 08:35:12;21519422;24;12-9-2021 08:16:40;F04;BER2S;CLEARED;null
12-9-2021 08:35:12;21519455;18L;12-9-2021 08:17:14;A71;REN2E;CLEARED;null
12-9-2021 08:35:12;21519450;18L;12-9-2021 08:18:38;D24;REN2E;CLEARED;null
12-9-2021 08:35:12;21519364;24;12-9-2021 08:19:10;A32;BER2S;CLEARED;null
12-9-2021 08:50:13;21519483;null;12-9-2021 08:19:33;null;null;CLEARED;null
12-9-2021 08:35:12;21519481;24;12-9-2021 08:20:16;C08;SPY4K;CLEARED;null
12-9-2021 08:35:13;21519378;18L;12-9-2021 08:20:25;E04;ARN4E;CLEARED;null
12-9-2021 08:35:13;21519423;24;12-9-2021 08:21:34;F03;VAL3S;CLEARED;null
12-9-2021 08:35:13;21519437;18L;12-9-2021 08:22:09;B95;ARN4E;CLEARED;null
12-9-2021 08:35:13;21519470;21;12-9-2021 08:22:31;null;LNO6K;CLEARED;12-9-2021 08:25:00
12-9-2021 08:35:13;21519472;18L;12-9-2021 08:23:39;D26;REN2E;CLEARED;null
12-9-2021 08:35:13;21519454;24;12-9-2021 08:24:04;D31;BER2S;CLEARED;null
12-9-2021 08:35:14;21519469;18L;12-9-2021 08:24:58;C09;ARN4E;CLEARED;null
12-9-2021 08:35:14;21519446;24;12-9-2021 08:25:18;JA;NEW24;CLEARED;null
12-9-2021 08:35:14;21519473;24;12-9-2021 08:25:24;B94;SPY4K;CLEARED;null
12-9-2021 08:35:14;21519463;18L;12-9-2021 08:26:05;B27;KDD2E;CLEARED;12-9-2021 08:22:00
12-9-2021 08:35:14;21519457;24;12-9-2021 08:27:01;F07;VAL3S;CLEARED;null
12-9-2021 08:35:14;21519438;18L;12-9-2021 08:27:37;G02;REN2E;CLEARED;null
12-9-2021 08:50:12;21519479;18L;12-9-2021 08:29:15;E20;REN2E;CLEARED;null
12-9-2021 08:50:12;21519471;24;12-9-2021 08:29:19;D25;VAL3S;CLEARED;null
12-9-2021 08:50:12;21519511;24;12-9-2021 08:30:45;E03;BER2S;CLEARED;null
12-9-2021 08:50:13;21519462;18L;12-9-2021 08:31:22;D41;REN2E;NOT_RESTRICTED;12-9-2021 08:20:00
12-9-2021 08:50:13;21519475;18L;12-9-2021 08:32:43;B36;LOP4E;CLEARED;null
12-9-2021 08:50:13;21519456;24;12-9-2021 08:33:08;D16;BER2S;CLEARED;null
12-9-2021 08:50:13;21519484;18L;12-9-2021 08:33:42;C10;ARN4E;CLEARED;null
12-9-2021 08:50:13;21519480;18L;12-9-2021 08:34:49;B24;KDD2E;CLEARED;12-9-2021 08:31:00
12-9-2021 08:50:14;21519418;24;12-9-2021 08:35:42;S77;BER2S;CLEARED;null
12-9-2021 08:50:14;21519488;18L;12-9-2021 08:36:08;D12;REN2E;CLEARED;null
12-9-2021 08:50:14;21519501;24;12-9-2021 08:37:27;G04;BER2S;CLEARED;null
12-9-2021 08:50:14;21519482;18L;12-9-2021 08:37:54;C06;KDD2E;CLEARED;null
12-9-2021 08:50:14;21519412;21;12-9-2021 08:37:57;AZS;null;CLEARED;null
12-9-2021 08:50:15;21519485;24;12-9-2021 08:39:54;A44;BER2S;CLEARED;null
12-9-2021 08:50:15;21519600;24;12-9-2021 08:40:49;L;null;CLEARED;null
12-9-2021 08:50:15;21519497;23;12-9-2021 08:41:00;G5;null;CLEARED;null
12-9-2021 08:50:15;21519499;24;12-9-2021 08:41:05;B16;SPY4K;CLEARED;null
12-9-2021 08:50:15;21519496;21;12-9-2021 08:42:04;null;WDY1S;CLEARED;null
12-9-2021 09:05:13;21519407;null;12-9-2021 08:48:00;null;null;CLEARED;null
12-9-2021 09:05:13;21519510;24;12-9-2021 08:49:59;D57;AND2S;CLEARED;null
12-9-2021 09:05:14;21519530;24;12-9-2021 08:51:22;C16;REN2S;CLEARED;null
12-9-2021 09:05:14;21519509;24;12-9-2021 08:53:40;B32;REN2S;CLEARED;null
12-9-2021 09:05:14;21519899;24;12-9-2021 08:54:17;X;null;CLEARED;null
12-9-2021 06:05:13;21519532;null;12-9-2021 08:55:00;null;null;CLEARED;null
12-9-2021 09:05:15;21519587;24;12-9-2021 08:55:25;E18;BER2S;CLEARED;null
12-9-2021 09:05:14;21519821;24;12-9-2021 08:55:30;OOR;null;CLEARED;null
12-9-2021 09:05:15;21519506;24;12-9-2021 08:57:25;E09;KDD3S;NOT_RESTRICTED;12-9-2021 08:53:00
12-9-2021 09:20:11;21519878;null;12-9-2021 08:59:00;null;null;CLEARED;null
12-9-2021 08:05:14;21519447;23;12-9-2021 09:00:00;C1;null;CLEARED;null
12-9-2021 06:20:10;21519541;null;12-9-2021 09:00:00;null;null;CLEARED;null
12-9-2021 07:35:12;21519685;null;12-9-2021 09:00:00;null;null;CLEARED;null
12-9-2021 08:35:12;21519833;null;12-9-2021 09:00:00;null;null;CLEARED;null
12-9-2021 08:50:16;21519877;null;12-9-2021 09:00:00;null;null;CLEARED;null
12-9-2021 09:20:10;21519520;21;12-9-2021 09:00:27;AZS;null;CLEARED;null
12-9-2021 09:20:11;21519486;24;12-9-2021 09:01:18;G08;VAL3S;CLEARED;null
12-9-2021 09:20:11;21519533;21;12-9-2021 09:02:58;null;VEL4K;CLEARED;null
12-9-2021 09:20:12;21519661;24;12-9-2021 09:03:23;E02;BER2S;CLEARED;null
12-9-2021 09:20:12;21519731;24;12-9-2021 09:05:00;L;null;CLEARED;null
12-9-2021 09:20:12;21519519;24;12-9-2021 09:05:38;D22;ARN3S;CLEARED;null
12-9-2021 09:20:14;21519931;null;12-9-2021 09:07:00;null;null;CLEARED;null
12-9-2021 09:20:13;21519531;24;12-9-2021 09:07:04;G03;BER2S;CLEARED;null
12-9-2021 09:20:13;21519547;23;12-9-2021 09:07:23;GE;TLU3D;CLEARED;null
12-9-2021 09:20:13;21519545;21;12-9-2021 09:07:55;null;WDY1S;CLEARED;null
12-9-2021 09:20:14;21519879;null;12-9-2021 09:08:00;null;null;CLEARED;null
12-9-2021 09:20:13;21519552;24;12-9-2021 09:08:40;D10;BER2S;CLEARED;null
12-9-2021 09:20:14;21519561;21;12-9-2021 09:10:01;LES;NVO2B;CLEARED;null
12-9-2021 09:20:14;21519614;24;12-9-2021 09:10:13;D43;BER2S;CLEARED;null
12-9-2021 09:20:14;21519546;21;12-9-2021 09:10:20;null;WDY1S;CLEARED;null
12-9-2021 09:20:14;21519734;23;12-9-2021 09:10:22;D F;null;CLEARED;null
12-9-2021 09:20:14;21519588;24;12-9-2021 09:11:53;E75;ARN3S;CLEARED;null
12-9-2021 09:35:11;21519544;24;12-9-2021 09:14:02;D51;KDD3S;CLEARED;null
12-9-2021 09:35:11;21519560;24;12-9-2021 09:15:31;D55;LOP3S;CLEARED;null
12-9-2021 09:35:11;21519500;22;12-9-2021 09:16:00;GD;null;CLEARED;null
12-9-2021 09:35:12;21519543;null;12-9-2021 09:18:35;null;null;CLEARED;null
12-9-2021 06:35:12;21519573;null;12-9-2021 09:20:00;null;null;CLEARED;null
12-9-2021 09:35:13;21519565;24;12-9-2021 09:21:48;B17;REN2S;CLEARED;null
12-9-2021 09:35:13;21519785;24;12-9-2021 09:22:00;HGR;null;CLEARED;null
12-9-2021 09:35:14;21519616;24;12-9-2021 09:23:13;D03;BER2S;CLEARED;null
12-9-2021 09:50:11;21519566;23;12-9-2021 09:28:00;I3;null;CLEARED;null
12-9-2021 09:35:15;21519551;21;12-9-2021 09:28:05;null;LNO6K;CLEARED;null
12-9-2021 09:35:15;21519529;24;12-9-2021 09:28:23;D47;REN2S;NOT_RESTRICTED;12-9-2021 09:22:00
12-9-2021 06:50:11;21519589;null;12-9-2021 09:30:00;null;null;CLEARED;null
12-9-2021 06:50:11;21519592;null;12-9-2021 09:30:00;null;null;CLEARED;null
12-9-2021 09:50:11;21519619;24;12-9-2021 09:30:16;E22;BER2S;CLEARED;null
12-9-2021 09:50:11;21519822;23;12-9-2021 09:31:54;C1;null;CLEARED;null
12-9-2021 09:50:12;21519575;24;12-9-2021 09:32:28;E04;ARN3S;CLEARED;null
12-9-2021 09:50:12;21519801;22;12-9-2021 09:34:00;GD;null;CLEARED;null
12-9-2021 09:50:12;21519557;24;12-9-2021 09:34:12;D24;ARN3S;CLEARED;null
12-9-2021 09:50:13;21519548;24;12-9-2021 09:35:57;E05;VAL3S;CLEARED;null
12-9-2021 09:50:12;21519962;24;12-9-2021 09:36:03;HGR;null;CLEARED;null
12-9-2021 09:50:13;21519568;24;12-9-2021 09:37:30;G07;AND2S;CLEARED;null
12-9-2021 09:50:13;21519596;26;12-9-2021 09:38:24;null;null;CLEARED;null
12-9-2021 09:50:14;21519646;24;12-9-2021 09:38:58;E07;BER2S;CLEARED;null
12-9-2021 09:50:14;21519618;26;12-9-2021 09:39:52;null;null;CLEARED;null
12-9-2021 07:50:13;21519744;null;12-9-2021 09:40:00;null;null;CLEARED;null
12-9-2021 09:50:14;21519558;24;12-9-2021 09:40:55;D28;ARN3S;CLEARED;null
12-9-2021 09:50:15;21519582;24;12-9-2021 09:42:29;D29;REN2S;CLEARED;null
12-9-2021 10:05:13;21519595;24;12-9-2021 09:44:00;L;null;CLEARED;null
12-9-2021 10:05:11;21519606;24;12-9-2021 09:44:09;B35;LOP3S;CLEARED;null
12-9-2021 09:50:15;21519849;23;12-9-2021 09:44:32;F;null;CLEARED;null
12-9-2021 09:35:13;21519788;23;12-9-2021 09:45:00;C1;null;CLEARED;null
12-9-2021 10:05:12;21519574;24;12-9-2021 09:45:25;D16;REN2S;CLEARED;null
12-9-2021 10:05:12;21520002;24;12-9-2021 09:46:10;X;null;CLEARED;null
12-9-2021 10:05:13;21519540;22;12-9-2021 09:47:00;GD;null;CLEARED;null
12-9-2021 10:05:12;21519584;24;12-9-2021 09:47:08;A74;ARN3S;CLEARED;null
12-9-2021 10:05:12;21519494;23;12-9-2021 09:47:31;F;null;CLEARED;null
12-9-2021 10:05:13;21519900;24;12-9-2021 09:48:51;L;null;CLEARED;null
12-9-2021 10:05:13;21519773;24;12-9-2021 09:49:10;A43;KDD3S;CLEARED;null
12-9-2021 10:05:13;21519920;24;12-9-2021 09:49:53;L;null;CLEARED;null
12-9-2021 10:05:13;21519593;24;12-9-2021 09:50:30;G09;REN2S;CLEARED;null
